pathway,transcriptome_pval,transcriptome_padj,proteome_pval,proteome_padj,phosphoproteome_pval,phosphoproteome_padj,combined_pval,combined_padj,Contrast,Pathway
(KEGG) Nitrogen metabolism,0.32688172,0.686893345,0.223819302,0.509904124,NA,NA,0.64130991,0.999994885,X19O2NoCyA - X1O2PlusCyA,Nitrogen Metabolism
(KEGG) Sulfur metabolism,0.514018692,0.799299065,0.004869483,0.086452761,NA,NA,0.355546953,0.999994885,X19O2NoCyA - X1O2PlusCyA,Sulfur Metabolism
(KEGG) Aminoacyl-tRNA biosynthesis,0.871323529,0.97475402,0.037996546,0.234958232,0.105839416,0.959821429,0.957422533,0.999994885,X19O2NoCyA - X1O2PlusCyA,Aminoacyl-Trna Biosynthesis
(KEGG) Metabolism of xenobiotics by cytochrome P450,0.489795918,0.786422875,0.249180328,0.538059287,0.922912206,0.995535714,0.978476955,0.999994885,X19O2NoCyA - X1O2PlusCyA,Metabolism Of Xenobiotics By Cytochrome P450
(KEGG) Drug metabolism - cytochrome P450,0.32627866,0.686893345,0.264855688,0.549257478,0.922912206,0.995535714,0.968720729,0.999994885,X19O2NoCyA - X1O2PlusCyA,Drug Metabolism - Cytochrome P450
(KEGG) Drug metabolism - other enzymes,0.489932886,0.786422875,0.080357143,0.324642857,0.832175926,0.995535714,0.95595372,0.999994885,X19O2NoCyA - X1O2PlusCyA,Drug Metabolism - Other Enzymes
(KEGG) Biosynthesis of unsaturated fatty acids,0.220779221,0.607631307,0.988179669,0.991451787,NA,NA,0.969900476,0.999994885,X19O2NoCyA - X1O2PlusCyA,Biosynthesis Of Unsaturated Fatty Acids
(KEGG) Metabolic pathways,6.93E-08,1.08E-05,3.14E-15,9.53E-13,0.738261738,0.995535714,2.74E-07,8.54E-05,X19O2NoCyA - X1O2PlusCyA,Metabolic Pathways
(KEGG) Carbon metabolism,4.65E-05,0.002064482,1.51E-06,0.000229017,0.416842105,0.995535714,0.01502576,0.999994885,X19O2NoCyA - X1O2PlusCyA,Carbon Metabolism
(KEGG) 2-Oxocarboxylic acid metabolism,0.440979955,0.770345506,0.004051671,0.086452761,NA,NA,0.329792439,0.999994885,X19O2NoCyA - X1O2PlusCyA,2-Oxocarboxylic Acid Metabolism
(KEGG) Fatty acid metabolism,0.967799642,0.995889603,5.18E-06,0.000392543,0.111607143,0.959821429,0.724639831,0.999994885,X19O2NoCyA - X1O2PlusCyA,Fatty Acid Metabolism
(KEGG) Biosynthesis of amino acids,2.44E-07,2.53E-05,3.61E-05,0.002188357,0.713826367,0.995535714,0.006652787,0.689672218,X19O2NoCyA - X1O2PlusCyA,Biosynthesis Of Amino Acids
(KEGG) EGFR tyrosine kinase inhibitor resistance,0.876712329,0.977267148,0.841121495,0.932207401,0.14516129,0.987311178,0.99952895,0.999994885,X19O2NoCyA - X1O2PlusCyA,Egfr Tyrosine Kinase Inhibitor Resistance
(KEGG) Endocrine resistance,0.054545455,0.309511962,0.093294461,0.351182197,0.415306122,0.995535714,0.841813875,0.999994885,X19O2NoCyA - X1O2PlusCyA,Endocrine Resistance
(KEGG) Antifolate resistance,0.465065502,0.777609522,0.595854922,0.792221737,0.009479526,0.735353273,0.898745141,0.999994885,X19O2NoCyA - X1O2PlusCyA,Antifolate Resistance
(KEGG) Platinum drug resistance,0.137254902,0.508169935,0.203389831,0.491847365,0.501106195,0.995535714,0.934435828,0.999994885,X19O2NoCyA - X1O2PlusCyA,Platinum Drug Resistance
(KEGG) Ribosome biogenesis in eukaryotes,0.312252964,0.67113861,0.443531828,0.687216052,0.143468951,0.987311178,0.966244725,0.999994885,X19O2NoCyA - X1O2PlusCyA,Ribosome Biogenesis In Eukaryotes
(KEGG) RNA transport,0.087272727,0.405101764,0.000439312,0.013311166,0.926073926,0.995535714,0.536250459,0.999994885,X19O2NoCyA - X1O2PlusCyA,Rna Transport
(KEGG) mRNA surveillance pathway,0.000656502,0.015705549,0.973463687,0.991451787,0.121975806,0.98342994,0.913776729,0.999994885,X19O2NoCyA - X1O2PlusCyA,Mrna Surveillance Pathway
(KEGG) RNA degradation,0.174311927,0.545333782,0.796610169,0.904018282,0.060568603,0.941605839,0.957698976,0.999994885,X19O2NoCyA - X1O2PlusCyA,Rna Degradation
(KEGG) PPAR signaling pathway,0.634311512,0.861629618,0.003644878,0.084953687,0.022758993,0.777108434,0.6086343,0.999994885,X19O2NoCyA - X1O2PlusCyA,Ppar Signaling Pathway
(KEGG) Homologous recombination,0.289855072,0.64668254,0.300643087,0.576549717,0.972631579,0.995535714,0.966999479,0.999994885,X19O2NoCyA - X1O2PlusCyA,Homologous Recombination
(KEGG) Fanconi anemia pathway,0.045045045,0.295582421,0.420168067,0.670057497,0.43248731,0.995535714,0.926970673,0.999994885,X19O2NoCyA - X1O2PlusCyA,Fanconi Anemia Pathway
(KEGG) MAPK signaling pathway,0.442437923,0.770345506,0.859354839,0.932207401,0.526,0.995535714,0.997433214,0.999994885,X19O2NoCyA - X1O2PlusCyA,Mapk Signaling Pathway
(KEGG) ErbB signaling pathway,0.498181818,0.786469774,0.348214286,0.606373153,0.55141129,0.995535714,0.983165207,0.999994885,X19O2NoCyA - X1O2PlusCyA,Erbb Signaling Pathway
(KEGG) Ras signaling pathway,0.990958409,0.995889603,0.217449664,0.499145821,0.485427136,0.995535714,0.998794386,0.999994885,X19O2NoCyA - X1O2PlusCyA,Ras Signaling Pathway
(KEGG) Rap1 signaling pathway,0.948998179,0.990955278,0.134078212,0.414702394,0.293467337,0.995535714,0.997019998,0.999994885,X19O2NoCyA - X1O2PlusCyA,Rap1 Signaling Pathway
(KEGG) Calcium signaling pathway,0.795289855,0.947009479,0.24028777,0.531439374,0.982653061,0.995535714,0.993585644,0.999994885,X19O2NoCyA - X1O2PlusCyA,Calcium Signaling Pathway
(KEGG) cGMP-PKG signaling pathway,0.387523629,0.743949684,0.855742297,0.932207401,0.964717742,0.995535714,0.997018359,0.999994885,X19O2NoCyA - X1O2PlusCyA,Cgmp-Pkg Signaling Pathway
(KEGG) cAMP signaling pathway,0.788426763,0.947009479,0.159217877,0.439576382,0.971774194,0.995535714,0.99074265,0.999994885,X19O2NoCyA - X1O2PlusCyA,Camp Signaling Pathway
(KEGG) Cytokine-cytokine receptor interaction,0.00919813,0.114424741,0.037617555,0.234958232,0.89059081,0.995535714,0.654573829,0.999994885,X19O2NoCyA - X1O2PlusCyA,Cytokine-Cytokine Receptor Interaction
(KEGG) Viral protein interaction with cytokine and cytokine receptor,0.01663493,0.157836505,0.446808511,0.687216052,0.392801252,0.995535714,0.887256691,0.999994885,X19O2NoCyA - X1O2PlusCyA,Viral Protein Interaction With Cytokine And Cytokine Receptor
(KEGG) Chemokine signaling pathway,0.165441176,0.537476326,0.546184739,0.759146678,0.86391129,0.995535714,0.975589914,0.999994885,X19O2NoCyA - X1O2PlusCyA,Chemokine Signaling Pathway
(KEGG) NF-kappa B signaling pathway,0.001037807,0.023054134,0.172011662,0.453213335,0.810483871,0.995535714,0.614209937,0.999994885,X19O2NoCyA - X1O2PlusCyA,Nf-Kappa B Signaling Pathway
(KEGG) HIF-1 signaling pathway,6.95E-07,5.41E-05,0.00193391,0.053270435,0.665322581,0.995535714,0.048713949,0.999994885,X19O2NoCyA - X1O2PlusCyA,Hif-1 Signaling Pathway
(KEGG) FoxO signaling pathway,0.477272727,0.781220096,0.274261603,0.557726616,0.394153226,0.995535714,0.979408698,0.999994885,X19O2NoCyA - X1O2PlusCyA,Foxo Signaling Pathway
(KEGG) Phosphatidylinositol signaling system,0.006273619,0.088686163,0.059334298,0.289972457,0.052313883,0.900496477,0.36062645,0.999994885,X19O2NoCyA - X1O2PlusCyA,Phosphatidylinositol Signaling System
(KEGG) Sphingolipid signaling pathway,0.052727273,0.309511962,0.37235543,0.62183996,0.28556594,0.995535714,0.919501372,0.999994885,X19O2NoCyA - X1O2PlusCyA,Sphingolipid Signaling Pathway
(KEGG) Phospholipase D signaling pathway,0.835489834,0.954839096,0.402384501,0.651991999,0.349336057,0.995535714,0.996666899,0.999994885,X19O2NoCyA - X1O2PlusCyA,Phospholipase D Signaling Pathway
(KEGG) Neuroactive ligand-receptor interaction,0.134831461,0.505211859,0.457089552,0.689045444,NA,NA,0.639807854,0.999994885,X19O2NoCyA - X1O2PlusCyA,Neuroactive Ligand-Receptor Interaction
(KEGG) Cell cycle,8.72E-05,0.003389474,0.012095882,0.140963547,0.390609391,0.995535714,0.249910934,0.999994885,X19O2NoCyA - X1O2PlusCyA,Cell Cycle
(KEGG) Oocyte meiosis,0.00045226,0.011721065,0.032065528,0.229664083,0.632056452,0.995535714,0.410626711,0.999994885,X19O2NoCyA - X1O2PlusCyA,Oocyte Meiosis
(KEGG) p53 signaling pathway,0.195530726,0.575720897,0.292537313,0.573920596,0.877813505,0.995535714,0.957960131,0.999994885,X19O2NoCyA - X1O2PlusCyA,P53 Signaling Pathway
(KEGG) Sulfur relay system,0.820560748,0.952217883,0.445901639,0.687216052,0.517906336,0.995535714,0.997053467,0.999994885,X19O2NoCyA - X1O2PlusCyA,Sulfur Relay System
(KEGG) SNARE interactions in vesicular transport,0.165909091,0.537476326,0.034108527,0.229664083,0.437425507,0.995535714,0.872177693,0.999994885,X19O2NoCyA - X1O2PlusCyA,Snare Interactions In Vesicular Transport
(KEGG) Autophagy - other,0.850533808,0.958391356,0.995137763,0.995137763,0.542645241,0.995535714,0.999968664,0.999994885,X19O2NoCyA - X1O2PlusCyA,Autophagy - Other
(KEGG) Mitophagy - animal,0.011606525,0.128608882,0.067771084,0.306487143,0.838006231,0.995535714,0.71344144,0.999994885,X19O2NoCyA - X1O2PlusCyA,Mitophagy - Animal
(KEGG) Autophagy - animal,0.17699115,0.545333782,0.142281879,0.425852982,0.254745255,0.995535714,0.928874535,0.999994885,X19O2NoCyA - X1O2PlusCyA,Autophagy - Animal
(KEGG) Protein processing in endoplasmic reticulum,0.001211367,0.025115678,0.013228557,0.148453807,0.61414791,0.995535714,0.411756071,0.999994885,X19O2NoCyA - X1O2PlusCyA,Protein Processing In Endoplasmic Reticulum
(KEGG) Endocytosis,0.944954128,0.990955278,0.459930314,0.68989547,0.365287588,0.995535714,0.999212455,0.999994885,X19O2NoCyA - X1O2PlusCyA,Endocytosis
(KEGG) Phagosome,0.03030303,0.241647242,0.322580645,0.594164248,0.343855693,0.995535714,0.892969724,0.999994885,X19O2NoCyA - X1O2PlusCyA,Phagosome
(KEGG) Peroxisome,0.511029412,0.798643955,0.571734475,0.783871249,0.544776119,0.995535714,0.992780949,0.999994885,X19O2NoCyA - X1O2PlusCyA,Peroxisome
(KEGG) mTOR signaling pathway,0.426373626,0.770345506,0.98495212,0.991451787,0.248751249,0.995535714,0.999539547,0.999994885,X19O2NoCyA - X1O2PlusCyA,Mtor Signaling Pathway
(KEGG) PI3K-Akt signaling pathway,0.374164811,0.731564551,0.370512821,0.62183996,0.862137862,0.995535714,0.979589687,0.999994885,X19O2NoCyA - X1O2PlusCyA,Pi3k-Akt Signaling Pathway
(KEGG) AMPK signaling pathway,0.023203508,0.206179744,0.197122302,0.481677883,0.974874372,0.995535714,0.843712843,0.999994885,X19O2NoCyA - X1O2PlusCyA,Ampk Signaling Pathway
(KEGG) Apoptosis,0.737193764,0.911821499,0.16064257,0.439576382,0.139112903,0.987311178,0.9763473,0.999994885,X19O2NoCyA - X1O2PlusCyA,Apoptosis
(KEGG) Longevity regulating pathway,0.210526316,0.600676002,0.261695906,0.549158527,0.760080645,0.995535714,0.958027938,0.999994885,X19O2NoCyA - X1O2PlusCyA,Longevity Regulating Pathway
(KEGG) Longevity regulating pathway - multiple species,0.274685817,0.64561709,0.919402985,0.970658901,0.873065015,0.995535714,0.997574839,0.999994885,X19O2NoCyA - X1O2PlusCyA,Longevity Regulating Pathway - Multiple Species
(KEGG) Apoptosis - multiple species,0.790909091,0.947009479,0.408874802,0.658984388,0.109254499,0.959821429,0.985349084,0.999994885,X19O2NoCyA - X1O2PlusCyA,Apoptosis - Multiple Species
(KEGG) Ferroptosis,0.041666667,0.295582421,0.04835924,0.257067539,0.241038319,0.995535714,0.794702976,0.999994885,X19O2NoCyA - X1O2PlusCyA,Ferroptosis
(KEGG) Necroptosis,0.74911032,0.91900755,0.596127248,0.792221737,0.298387097,0.995535714,0.997340705,0.999994885,X19O2NoCyA - X1O2PlusCyA,Necroptosis
(KEGG) Cellular senescence,0.259597806,0.641746032,0.425101215,0.670862854,0.941058941,0.995535714,0.975846378,0.999994885,X19O2NoCyA - X1O2PlusCyA,Cellular Senescence
(KEGG) Cardiac muscle contraction,0.474358974,0.781220096,0.523316062,0.740956854,NA,NA,0.842778564,0.999994885,X19O2NoCyA - X1O2PlusCyA,Cardiac Muscle Contraction
(KEGG) Adrenergic signaling in cardiomyocytes,0.09962406,0.436381447,0.23878437,0.531439374,0.91356674,0.995535714,0.928228804,0.999994885,X19O2NoCyA - X1O2PlusCyA,Adrenergic Signaling In Cardiomyocytes
(KEGG) Vascular smooth muscle contraction,0.705128205,0.891442568,0.898809524,0.955576441,0.786516854,0.995535714,0.999323741,0.999994885,X19O2NoCyA - X1O2PlusCyA,Vascular Smooth Muscle Contraction
(KEGG) Wnt signaling pathway,0.835766423,0.954839096,0.262798635,0.549158527,0.727364185,0.995535714,0.994748674,0.999994885,X19O2NoCyA - X1O2PlusCyA,Wnt Signaling Pathway
(KEGG) Notch signaling pathway,0.156108597,0.534082704,0.083993661,0.334869464,0.542948038,0.995535714,0.90537203,0.999994885,X19O2NoCyA - X1O2PlusCyA,Notch Signaling Pathway
(KEGG) Hedgehog signaling pathway,0.985964912,0.995889603,0.981578947,0.991451787,0.216435185,0.995535714,0.999994885,0.999994885,X19O2NoCyA - X1O2PlusCyA,Hedgehog Signaling Pathway
(KEGG) TGF-beta signaling pathway,0.645338208,0.864535181,0.931343284,0.973704801,0.65536105,0.995535714,0.999451367,0.999994885,X19O2NoCyA - X1O2PlusCyA,Tgf-Beta Signaling Pathway
(KEGG) Axon guidance,0.898454746,0.984662625,0.236363636,0.530505051,0.153071501,0.987311178,0.995098832,0.999994885,X19O2NoCyA - X1O2PlusCyA,Axon Guidance
(KEGG) VEGF signaling pathway,0.23518851,0.620924966,0.37987988,0.625563063,0.670190275,0.995535714,0.96941321,0.999994885,X19O2NoCyA - X1O2PlusCyA,Vegf Signaling Pathway
(KEGG) Apelin signaling pathway,0.360074627,0.722472316,0.649517685,0.814954276,0.567540323,0.995535714,0.991054726,0.999994885,X19O2NoCyA - X1O2PlusCyA,Apelin Signaling Pathway
(KEGG) Osteoclast differentiation,0.570895522,0.840982744,0.109090909,0.371399387,0.846619576,0.995535714,0.9710644,0.999994885,X19O2NoCyA - X1O2PlusCyA,Osteoclast Differentiation
(KEGG) Hippo signaling pathway,0.476102941,0.781220096,0.310457516,0.591626588,0.151209677,0.987311178,0.969446893,0.999994885,X19O2NoCyA - X1O2PlusCyA,Hippo Signaling Pathway
(KEGG) Hippo signaling pathway - multiple species,0.901149425,0.984662625,0.85472155,0.932207401,0.660074166,0.995535714,0.99985219,0.999994885,X19O2NoCyA - X1O2PlusCyA,Hippo Signaling Pathway - Multiple Species
(KEGG) Focal adhesion,0.922242315,0.986518636,0.504840941,0.731898588,0.312938816,0.995535714,0.999166446,0.999994885,X19O2NoCyA - X1O2PlusCyA,Focal Adhesion
(KEGG) ECM-receptor interaction,0.448198198,0.770345506,0.455138662,0.689045444,0.738654147,0.995535714,0.986844525,0.999994885,X19O2NoCyA - X1O2PlusCyA,Ecm-Receptor Interaction
(KEGG) Cell adhesion molecules,0.040909091,0.295582421,0.928353659,0.973704801,0.855579869,0.995535714,0.989791074,0.999994885,X19O2NoCyA - X1O2PlusCyA,Cell Adhesion Molecules
(KEGG) Adherens junction,0.144954128,0.527096027,0.521292217,0.740956854,0.38372093,0.995535714,0.972698774,0.999994885,X19O2NoCyA - X1O2PlusCyA,Adherens Junction
(KEGG) Tight junction,2.05E-05,0.001273707,0.651941098,0.814954276,0.873126873,0.995535714,0.612132102,0.999994885,X19O2NoCyA - X1O2PlusCyA,Tight Junction
(KEGG) Gap junction,0.079787234,0.38771609,0.645305514,0.814954276,0.240085745,0.995535714,0.968727897,0.999994885,X19O2NoCyA - X1O2PlusCyA,Gap Junction
(KEGG) Signaling pathways regulating pluripotency of stem cells,0.803532009,0.950184239,0.446428571,0.687216052,0.104651163,0.959821429,0.987518881,0.999994885,X19O2NoCyA - X1O2PlusCyA,Signaling Pathways Regulating Pluripotency Of Stem Cells
(KEGG) Complement and coagulation cascades,0.359090909,0.722472316,0.086355786,0.339815625,NA,NA,0.549866619,0.999994885,X19O2NoCyA - X1O2PlusCyA,Complement And Coagulation Cascades
(KEGG) Platelet activation,0.010583203,0.126591385,0.664335664,0.814954276,0.808988764,0.995535714,0.914251833,0.999994885,X19O2NoCyA - X1O2PlusCyA,Platelet Activation
(KEGG) Antigen processing and presentation,0.279642058,0.64561709,0.575144509,0.784994532,0.818584071,0.995535714,0.985405331,0.999994885,X19O2NoCyA - X1O2PlusCyA,Antigen Processing And Presentation
(KEGG) Renin-angiotensin system,0.588932806,0.844046557,NA,NA,NA,NA,0.844046557,0.999994885,X19O2NoCyA - X1O2PlusCyA,Renin-Angiotensin System
(KEGG) Toll-like receptor signaling pathway,0.728440367,0.911821499,0.266471449,0.549257478,0.625937835,0.995535714,0.990904825,0.999994885,X19O2NoCyA - X1O2PlusCyA,Toll-Like Receptor Signaling Pathway
(KEGG) NOD-like receptor signaling pathway,0.697571744,0.88548903,0.72386059,0.850115344,0.488442211,0.995535714,0.997466925,0.999994885,X19O2NoCyA - X1O2PlusCyA,Nod-Like Receptor Signaling Pathway
(KEGG) RIG-I-like receptor signaling pathway,0.078651685,0.38771609,0.582089552,0.790910916,0.991578947,0.995535714,0.965034115,0.999994885,X19O2NoCyA - X1O2PlusCyA,Rig-I-Like Receptor Signaling Pathway
(KEGG) Cytosolic DNA-sensing pathway,0.284090909,0.64561709,0.931928687,0.973704801,0.239130435,0.995535714,0.9977749,0.999994885,X19O2NoCyA - X1O2PlusCyA,Cytosolic Dna-Sensing Pathway
(KEGG) C-type lectin receptor signaling pathway,0.982378855,0.995889603,0.298701299,0.576474481,0.967741935,0.995535714,0.999174834,0.999994885,X19O2NoCyA - X1O2PlusCyA,C-Type Lectin Receptor Signaling Pathway
(KEGG) JAK-STAT signaling pathway,0.092105263,0.42124613,0.134128167,0.414702394,0.905503634,0.995535714,0.898050294,0.999994885,X19O2NoCyA - X1O2PlusCyA,Jak-Stat Signaling Pathway
(KEGG) Natural killer cell mediated cytotoxicity,0.671806167,0.874191289,0.194405594,0.478901586,0.694556452,0.995535714,0.983862407,0.999994885,X19O2NoCyA - X1O2PlusCyA,Natural Killer Cell Mediated Cytotoxicity
(KEGG) IL-17 signaling pathway,0.040416242,0.295582421,0.661938534,0.814954276,0.892857143,0.995535714,0.957010367,0.999994885,X19O2NoCyA - X1O2PlusCyA,Il-17 Signaling Pathway
(KEGG) Th1 and Th2 cell differentiation,0.622601279,0.861629618,0.334337349,0.594164248,0.959752322,0.995535714,0.988552261,0.999994885,X19O2NoCyA - X1O2PlusCyA,Th1 And Th2 Cell Differentiation
(KEGG) Th17 cell differentiation,0.240366972,0.62295107,0.143274854,0.425852982,0.052354446,0.900496477,0.792308931,0.999994885,X19O2NoCyA - X1O2PlusCyA,Th17 Cell Differentiation
(KEGG) T cell receptor signaling pathway,0.341959335,0.704300351,0.551480959,0.763007902,0.6277666,0.995535714,0.987224168,0.999994885,X19O2NoCyA - X1O2PlusCyA,T Cell Receptor Signaling Pathway
(KEGG) B cell receptor signaling pathway,0.007229572,0.093683208,0.971870605,0.991451787,0.779233871,0.995535714,0.983216,0.999994885,X19O2NoCyA - X1O2PlusCyA,B Cell Receptor Signaling Pathway
(KEGG) Fc epsilon RI signaling pathway,0.087114338,0.405101764,0.174743025,0.456440832,0.205787781,0.995535714,0.904532658,0.999994885,X19O2NoCyA - X1O2PlusCyA,Fc Epsilon Ri Signaling Pathway
(KEGG) Fc gamma R-mediated phagocytosis,0.011531387,0.128608882,0.356005789,0.612896329,0.862944162,0.995535714,0.846405253,0.999994885,X19O2NoCyA - X1O2PlusCyA,Fc Gamma R-Mediated Phagocytosis
(KEGG) TNF signaling pathway,0.426695842,0.770345506,0.774193548,0.895086283,0.759086189,0.995535714,0.996103317,0.999994885,X19O2NoCyA - X1O2PlusCyA,Tnf Signaling Pathway
(KEGG) Leukocyte transendothelial migration,0.43575419,0.770345506,0.204906205,0.491847365,0.089242945,0.959821429,0.922920842,0.999994885,X19O2NoCyA - X1O2PlusCyA,Leukocyte Transendothelial Migration
(KEGG) Intestinal immune network for IgA production,0.01226504,0.128608882,0.810874704,0.90690414,0.861607143,0.995535714,0.947246821,0.999994885,X19O2NoCyA - X1O2PlusCyA,Intestinal Immune Network For Iga Production
(KEGG) Circadian rhythm,0.908675799,0.984662625,0.564356436,0.777272727,0.369785795,0.995535714,0.999308023,0.999994885,X19O2NoCyA - X1O2PlusCyA,Circadian Rhythm
(KEGG) Circadian entrainment,0.159709619,0.534082704,0.531490015,0.7486327,0.134259259,0.987311178,0.957920501,0.999994885,X19O2NoCyA - X1O2PlusCyA,Circadian Entrainment
(KEGG) Thermogenesis,0.376367615,0.731564551,0.176555716,0.457234035,0.853830645,0.995535714,0.964398128,0.999994885,X19O2NoCyA - X1O2PlusCyA,Thermogenesis
(KEGG) Long-term potentiation,0.576301616,0.840982744,0.658892128,0.814954276,0.516842105,0.995535714,0.995387612,0.999994885,X19O2NoCyA - X1O2PlusCyA,Long-Term Potentiation
(KEGG) Synaptic vesicle cycle,0.979927007,0.995889603,0.905144695,0.958947002,0.001993364,0.396042888,0.991283492,0.999994885,X19O2NoCyA - X1O2PlusCyA,Synaptic Vesicle Cycle
(KEGG) Neurotrophin signaling pathway,0.810043668,0.950752329,0.670391061,0.818488239,0.423694779,0.995535714,0.998599186,0.999994885,X19O2NoCyA - X1O2PlusCyA,Neurotrophin Signaling Pathway
(KEGG) Retrograde endocannabinoid signaling,0.003708393,0.064072794,0.028776978,0.223574986,0.981343284,0.995535714,0.57626295,0.999994885,X19O2NoCyA - X1O2PlusCyA,Retrograde Endocannabinoid Signaling
(KEGG) Glutamatergic synapse,0.596085409,0.846495718,0.37808642,0.625563063,0.789034565,0.995535714,0.988821302,0.999994885,X19O2NoCyA - X1O2PlusCyA,Glutamatergic Synapse
(KEGG) Cholinergic synapse,0.496336996,0.786469774,0.70342772,0.84045911,0.830890643,0.995535714,0.994511548,0.999994885,X19O2NoCyA - X1O2PlusCyA,Cholinergic Synapse
(KEGG) Serotonergic synapse,0.250883392,0.636337299,0.792626728,0.902879318,0.992848629,0.995535714,0.993061542,0.999994885,X19O2NoCyA - X1O2PlusCyA,Serotonergic Synapse
(KEGG) GABAergic synapse,0.468421053,0.779031804,0.210696921,0.491847365,0.326492537,0.995535714,0.973918334,0.999994885,X19O2NoCyA - X1O2PlusCyA,Gabaergic Synapse
(KEGG) Dopaminergic synapse,0.045112782,0.295582421,0.640804598,0.814954276,0.679704017,0.995535714,0.957010367,0.999994885,X19O2NoCyA - X1O2PlusCyA,Dopaminergic Synapse
(KEGG) Long-term depression,0.23655914,0.620924966,0.955315871,0.991303797,0.400442478,0.995535714,0.998895272,0.999994885,X19O2NoCyA - X1O2PlusCyA,Long-Term Depression
(KEGG) Olfactory transduction,0.345549738,0.707012951,0.765089723,0.891623792,0.980716253,0.995535714,0.99441383,0.999994885,X19O2NoCyA - X1O2PlusCyA,Olfactory Transduction
(KEGG) Taste transduction,0.207581227,0.600365587,0.595744681,0.792221737,0.111349036,0.959821429,0.948071265,0.999994885,X19O2NoCyA - X1O2PlusCyA,Taste Transduction
(KEGG) Phototransduction,0.984716157,0.995889603,0.609345794,0.802746851,NA,NA,0.993260763,0.999994885,X19O2NoCyA - X1O2PlusCyA,Phototransduction
(KEGG) Inflammatory mediator regulation of TRP channels,0.097864769,0.434799187,0.346549192,0.606373153,0.336734694,0.995535714,0.941870789,0.999994885,X19O2NoCyA - X1O2PlusCyA,Inflammatory Mediator Regulation Of Trp Channels
(KEGG) Regulation of actin cytoskeleton,0.79417122,0.947009479,0.811125485,0.90690414,0.699300699,0.995535714,0.999327402,0.999994885,X19O2NoCyA - X1O2PlusCyA,Regulation Of Actin Cytoskeleton
(KEGG) Insulin signaling pathway,0.547461369,0.825753934,0.225503356,0.509906842,0.914085914,0.995535714,0.980550666,0.999994885,X19O2NoCyA - X1O2PlusCyA,Insulin Signaling Pathway
(KEGG) Insulin secretion,0.258503401,0.641746032,0.28548124,0.573920596,0.862793572,0.995535714,0.96614207,0.999994885,X19O2NoCyA - X1O2PlusCyA,Insulin Secretion
(KEGG) GnRH signaling pathway,0.231192661,0.620924966,0.424375918,0.670862854,0.603429796,0.995535714,0.973978327,0.999994885,X19O2NoCyA - X1O2PlusCyA,Gnrh Signaling Pathway
(KEGG) Ovarian steroidogenesis,0.077097506,0.386731037,0.134125637,0.414702394,0.104477612,0.959821429,0.763922198,0.999994885,X19O2NoCyA - X1O2PlusCyA,Ovarian Steroidogenesis
(KEGG) Progesterone-mediated oocyte maturation,0.042124542,0.295582421,0.02827561,0.223574986,0.230382294,0.995535714,0.776561545,0.999994885,X19O2NoCyA - X1O2PlusCyA,Progesterone-Mediated Oocyte Maturation
(KEGG) Estrogen signaling pathway,0.28440367,0.64561709,0.335320417,0.594164248,0.537894737,0.995535714,0.968758744,0.999994885,X19O2NoCyA - X1O2PlusCyA,Estrogen Signaling Pathway
(KEGG) Melanogenesis,0.771618625,0.937396064,0.400921659,0.651991999,0.087389381,0.959821429,0.983012793,0.999994885,X19O2NoCyA - X1O2PlusCyA,Melanogenesis
(KEGG) Prolactin signaling pathway,0.045620438,0.295582421,0.786482335,0.899260934,0.105088496,0.959821429,0.9246298,0.999994885,X19O2NoCyA - X1O2PlusCyA,Prolactin Signaling Pathway
(KEGG) Thyroid hormone synthesis,0.073059361,0.37869102,0.312893082,0.592541274,0.585648148,0.995535714,0.928735379,0.999994885,X19O2NoCyA - X1O2PlusCyA,Thyroid Hormone Synthesis
(KEGG) Thyroid hormone signaling pathway,0.044362292,0.295582421,0.044016506,0.250279776,0.78313253,0.995535714,0.791205324,0.999994885,X19O2NoCyA - X1O2PlusCyA,Thyroid Hormone Signaling Pathway
(KEGG) Adipocytokine signaling pathway,0.012406001,0.128608882,0.031531532,0.229664083,0.384615385,0.995535714,0.66578248,0.999994885,X19O2NoCyA - X1O2PlusCyA,Adipocytokine Signaling Pathway
(KEGG) Oxytocin signaling pathway,0.647706422,0.864535181,0.707317073,0.84045911,0.574317492,0.995535714,0.996740857,0.999994885,X19O2NoCyA - X1O2PlusCyA,Oxytocin Signaling Pathway
(KEGG) Glucagon signaling pathway,0.049462366,0.304338371,0.005924007,0.089748705,0.805443548,0.995535714,0.669698391,0.999994885,X19O2NoCyA - X1O2PlusCyA,Glucagon Signaling Pathway
(KEGG) Regulation of lipolysis in adipocytes,0.45212766,0.770345506,0.369529984,0.62183996,0.995535714,0.995535714,0.982829057,0.999994885,X19O2NoCyA - X1O2PlusCyA,Regulation Of Lipolysis In Adipocytes
(KEGG) Renin secretion,0.237076649,0.620924966,0.418495298,0.670057497,0.741656366,0.995535714,0.973900587,0.999994885,X19O2NoCyA - X1O2PlusCyA,Renin Secretion
(KEGG) Aldosterone synthesis and secretion,0.420959147,0.770345506,0.250384025,0.538059287,0.877461707,0.995535714,0.976816456,0.999994885,X19O2NoCyA - X1O2PlusCyA,Aldosterone Synthesis And Secretion
(KEGG) Relaxin signaling pathway,0.687234043,0.879524887,0.342105263,0.602662179,0.367531003,0.995535714,0.990277904,0.999994885,X19O2NoCyA - X1O2PlusCyA,Relaxin Signaling Pathway
