Contrast,Pathway,FDR,Method,negativelog10FDR
X19O2NoCyA - X1O2NoCyA,Bladder cancer,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Cytosolic DNA-sensing pathway,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Folate biosynthesis,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Renin secretion,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Chemical carcinogenesis - reactive oxygen species,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Drug metabolism - other enzymes,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Glutathione metabolism,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Tight junction,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,NF-kappa B signaling pathway,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,SNARE interactions in vesicular transport,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Neuroactive ligand-receptor interaction,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Choline metabolism in cancer,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,AMPK signaling pathway,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Hepatitis C,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Alcoholic liver disease,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Neurotrophin signaling pathway,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,VEGF signaling pathway,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Coronavirus disease - COVID-19,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Regulation of lipolysis in adipocytes,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Biosynthesis of cofactors,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Longevity regulating pathway - multiple species,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Regulation of actin cytoskeleton,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,ABC transporters,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,p53 signaling pathway,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,One carbon pool by folate,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,"Parathyroid hormone synthesis, secretion and action",0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Nicotinate and nicotinamide metabolism,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,PPAR signaling pathway,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Propanoate metabolism,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Acute myeloid leukemia,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Human papillomavirus infection,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Antifolate resistance,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Fanconi anemia pathway,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Biosynthesis of nucleotide sugars,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Butanoate metabolism,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Ubiquinone and other terpenoid-quinone biosynthesis,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Tuberculosis,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Parkinson disease,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,"Growth hormone synthesis, secretion and action",0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,TGF-beta signaling pathway,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Endocrine resistance,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Oxidative phosphorylation,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Fatty acid degradation,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Tryptophan metabolism,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,beta-Alanine metabolism,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Melanoma,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Pathways in cancer,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Measles,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Sulfur relay system,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Insulin resistance,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Metabolism of xenobiotics by cytochrome P450,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Drug metabolism - cytochrome P450,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Chemical carcinogenesis - DNA adducts,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Influenza A,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Non-homologous end-joining,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Metabolic pathways,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Inositol phosphate metabolism,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Type II diabetes mellitus,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Purine metabolism,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Dopaminergic synapse,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Oxytocin signaling pathway,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Melanogenesis,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Progesterone-mediated oocyte maturation,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Fc epsilon RI signaling pathway,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,cGMP-PKG signaling pathway,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Dilated cardiomyopathy,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,African trypanosomiasis,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Hepatitis B,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,mRNA surveillance pathway,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Proteoglycans in cancer,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Amoebiasis,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Thyroid hormone synthesis,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Terpenoid backbone biosynthesis,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,Fc gamma R-mediated phagocytosis,0.999127212,Phosphoproteomics,0.000379213
X19O2NoCyA - X1O2NoCyA,ECM-receptor interaction,0.999154947,Phosphoproteomics,0.000367157
X19O2NoCyA - X1O2NoCyA,Ras signaling pathway,0.999154947,Phosphoproteomics,0.000367157
X19O2NoCyA - X1O2PlusCyA,Amino sugar and nucleotide sugar metabolism,0.915002494,Phosphoproteomics,0.038577722
X19O2NoCyA - X1O2PlusCyA,Th17 cell differentiation,0.915002494,Phosphoproteomics,0.038577722
X19O2NoCyA - X1O2PlusCyA,Autophagy - other,0.915002494,Phosphoproteomics,0.038577722
X19O2NoCyA - X1O2PlusCyA,Circadian rhythm,0.915002494,Phosphoproteomics,0.038577722
X19O2NoCyA - X1O2PlusCyA,Hippo signaling pathway,0.915002494,Phosphoproteomics,0.038577722
X19O2NoCyA - X1O2PlusCyA,Apoptosis - multiple species,0.915002494,Phosphoproteomics,0.038577722
X19O2NoCyA - X1O2PlusCyA,Synaptic vesicle cycle,0.915002494,Phosphoproteomics,0.038577722
X19O2NoCyA - X1O2PlusCyA,Carbon metabolism,0.915002494,Phosphoproteomics,0.038577722
X19O2NoCyA - X1O2PlusCyA,"Alanine, aspartate and glutamate metabolism",0.915002494,Phosphoproteomics,0.038577722
X19O2NoCyA - X1O2PlusCyA,Galactose metabolism,0.915002494,Phosphoproteomics,0.038577722
X19O2NoCyA - X1O2PlusCyA,Cytosolic DNA-sensing pathway,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Th1 and Th2 cell differentiation,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Ovarian steroidogenesis,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Proteasome,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Leukocyte transendothelial migration,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Terpenoid backbone biosynthesis,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Spinocerebellar ataxia,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Phosphonate and phosphinate metabolism,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Pancreatic cancer,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Nucleocytoplasmic transport,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Adipocytokine signaling pathway,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Pentose phosphate pathway,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Starch and sucrose metabolism,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Antigen processing and presentation,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Fluid shear stress and atherosclerosis,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Inflammatory bowel disease,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,RIG-I-like receptor signaling pathway,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Herpes simplex virus 1 infection,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,PPAR signaling pathway,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Alzheimer disease,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Primary immunodeficiency,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Cushing syndrome,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,PD-L1 expression and PD-1 checkpoint pathway in cancer,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Gastric cancer,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Renin-angiotensin system,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Phospholipase D signaling pathway,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Arginine and proline metabolism,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Hematopoietic cell lineage,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Endometrial cancer,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Prion disease,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Glioma,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Epithelial cell signaling in Helicobacter pylori infection,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Breast cancer,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Axon guidance,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Butanoate metabolism,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,ABC transporters,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Huntington disease,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,AGE-RAGE signaling pathway in diabetic complications,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Melanogenesis,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Cysteine and methionine metabolism,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Inflammatory mediator regulation of TRP channels,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Colorectal cancer,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,"Glycine, serine and threonine metabolism",0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Metabolic pathways,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Platelet activation,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Fatty acid biosynthesis,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Fatty acid metabolism,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Chemokine signaling pathway,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Nitrogen metabolism,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Relaxin signaling pathway,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Viral myocarditis,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Biosynthesis of amino acids,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Apelin signaling pathway,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Measles,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Coronavirus disease - COVID-19,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Taste transduction,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Ether lipid metabolism,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,GABAergic synapse,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Pathways of neurodegeneration - multiple diseases,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Lipid and atherosclerosis,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Glycolysis / Gluconeogenesis,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,C-type lectin receptor signaling pathway,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Human immunodeficiency virus 1 infection,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Vitamin digestion and absorption,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Adherens junction,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Circadian entrainment,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Human T-cell leukemia virus 1 infection,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Protein processing in endoplasmic reticulum,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Osteoclast differentiation,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Viral carcinogenesis,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Oxytocin signaling pathway,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Rap1 signaling pathway,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Chagas disease,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Type II diabetes mellitus,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Cytokine-cytokine receptor interaction,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Gap junction,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Apoptosis,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Lysosome,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Endocytosis,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Prolactin signaling pathway,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Influenza A,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Long-term potentiation,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Amyotrophic lateral sclerosis,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Natural killer cell mediated cytotoxicity,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,NF-kappa B signaling pathway,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,AMPK signaling pathway,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Salivary secretion,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Pancreatic secretion,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Notch signaling pathway,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Leishmaniasis,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Arrhythmogenic right ventricular cardiomyopathy,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,DNA replication,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Regulation of lipolysis in adipocytes,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Biosynthesis of cofactors,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Spliceosome,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,RNA polymerase,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Cocaine addiction,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Purine metabolism,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,JAK-STAT signaling pathway,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Platinum drug resistance,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Basal cell carcinoma,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,cAMP signaling pathway,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Insulin resistance,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Biosynthesis of nucleotide sugars,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Nucleotide excision repair,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,TNF signaling pathway,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Basal transcription factors,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Carbohydrate digestion and absorption,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Cortisol synthesis and secretion,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,TGF-beta signaling pathway,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Tight junction,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Various types of N-glycan biosynthesis,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,EGFR tyrosine kinase inhibitor resistance,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Cell cycle,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Neuroactive ligand-receptor interaction,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Fatty acid elongation,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,B cell receptor signaling pathway,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Protein digestion and absorption,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Pathogenic Escherichia coli infection,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Vibrio cholerae infection,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Transcriptional misregulation in cancer,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Insulin signaling pathway,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Hippo signaling pathway - multiple species,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Toxoplasmosis,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Sphingolipid signaling pathway,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,FoxO signaling pathway,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Alcoholism,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Intestinal immune network for IgA production,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Mitophagy - animal,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Acute myeloid leukemia,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Chemical carcinogenesis - reactive oxygen species,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,One carbon pool by folate,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Epstein-Barr virus infection,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Dopaminergic synapse,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Cellular senescence,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,cGMP-PKG signaling pathway,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Glyoxylate and dicarboxylate metabolism,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Long-term depression,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Mineral absorption,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Sulfur relay system,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Pyruvate metabolism,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Homologous recombination,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Amoebiasis,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Calcium signaling pathway,0.929525566,Phosphoproteomics,0.031738661
X19O2NoCyA - X1O2PlusCyA,Pyrimidine metabolism,0.929525566,Phosphoproteomics,0.031738661
