"","ingroup_n","ingroupnames","ingroup_mean","outgroup_n","outgroup_mean","zscore","oddsratio","pvalue","BH_pvalue","SignedBH_pvalue","background_n","background_mean","Method","Pathway","Contrast","negativelog10pvalue","negativelog10FDR"
"Carbon Metabolism1",48,"RPE, PGD, PGP, GAPDH, GPI, RPIA, TPI1, TALDO1, CS, FH, PHGDH, PSAT1, PSPH, TKFC, ECHS1, ALDH6A1",9.87550573913259,48,9.89837185738776,0.0121466535913136,-0.0228661182551697,0.952562901228683,0.99985111770314,NA,NA,NA,"Proteomics","Carbon Metabolism","X19O2NoCyA - X1O2NoCyA",0.0211063366449313,6.46635737296907e-05
"2-Oxocarboxylic Acid Metabolism1",6,"IDH1, CS",10.3995701636886,6,10.289005062173,-0.490389868736269,0.110565101515592,0.435191293153712,0.99985111770314,NA,NA,NA,"Proteomics","2-Oxocarboxylic Acid Metabolism","X19O2NoCyA - X1O2NoCyA",0.361319802126798,6.46635737296907e-05
"Fatty Acid Metabolism1",33,"HSD17B12, MECR, CPT2, FADS2, ELOVL5, FADS1, HSD17B4, ACSF3, FASN, TECR, ACACA",8.38307564451054,33,8.36610932846451,-0.00607049665770915,0.016966316046032,0.980268543001355,0.99985111770314,NA,NA,NA,"Proteomics","Fatty Acid Metabolism","X19O2NoCyA - X1O2NoCyA",0.00865493372859876,6.46635737296907e-05
"Biosynthesis Of Amino Acids1",42,"RPE, TPI1, GAPDH, RPIA, PHGDH, PSAT1, PSPH, CTH, MTR, CS, ASL, ALDH18A1, ASNS, TALDO1",9.66156085690116,42,9.70581443015286,0.0195365454475716,-0.0442535732516944,0.929461500449872,0.99985111770314,NA,NA,NA,"Proteomics","Biosynthesis Of Amino Acids","X19O2NoCyA - X1O2NoCyA",0.0317685945832684,6.46635737296907e-05
"Nucleotide Metabolism1",45,"ADK, PURA, PURB, APRT, DUT, DCD, PNP, DCK, ADSL, HPRT1, ITPA, GMPS, DTYMK, DCTPP1, TYMS",8.98554096684403,45,9.06031835334928,0.0430092714749063,-0.0747773865052501,0.839242792803727,0.99985111770314,NA,NA,NA,"Proteomics","Nucleotide Metabolism","X19O2NoCyA - X1O2NoCyA",0.0761123796706695,6.46635737296907e-05
"Biosynthesis Of Cofactors1",96,"GGH, SPR, COX15, NDC1, UGP2, UGDH, AKR1A1, PURA, PURB, DLD, UMPS, FLAD1, NAPRT, NADSYN1, PPCS, COASY, FPGS, HMBS, UROD, CPOX, FECH, MMAB, MPI, GUSB, ADSL, LIAS, CAD, DHODH, PSAT1, PNPO, NFS1, GSS",7.34221736534038,96,7.29185951708525,-0.0226941941818546,0.050357848255131,0.872987618560922,0.99985111770314,NA,NA,NA,"Proteomics","Biosynthesis Of Cofactors","X19O2NoCyA - X1O2NoCyA",0.0589919157775935,6.46635737296907e-05
"Biosynthesis Of Nucleotide Sugars1",48,"UGDH, TSTA3, GNPNAT1, PGM3, GNE, NANS, GALT, NAGK, UAP1, CMAS, UGP2, GALE, GPI, GMDS, MPI, GALK1",8.07459069125422,48,7.99811348236892,-0.0361685510967386,0.076477208885299,0.850490900933172,0.99985111770314,NA,NA,NA,"Proteomics","Biosynthesis Of Nucleotide Sugars","X19O2NoCyA - X1O2NoCyA",0.0703303283719911,6.46635737296907e-05
"Egfr Tyrosine Kinase Inhibitor Resistance1",84,"MTOR, BAD, GAB1, GRB2, NF1, STAT3, BAX, BCL2L1, EIF4E, RPS6, SHC1, PRKCA, PLCG1, PLCG2, MAP2K1, MAP2K2, BRAF, ARAF, NRAS, JAK1, RPS6KB1, PIK3CA, PIK3CB, PIK3CD, PIK3R1, MAPK1, MAPK3, EIF4E2",7.63693189824799,84,7.5734319307348,-0.0256602493441352,0.0634999675131942,0.86538802448472,0.99985111770314,NA,NA,NA,"Proteomics","Egfr Tyrosine Kinase Inhibitor Resistance","X19O2NoCyA - X1O2NoCyA",0.0627891190011605,6.46635737296907e-05
"Endocrine Resistance1",87,"GRB2, GNAS, TP53, RB1, MTOR, BAD, BAX, NCOR1, NCOA3, MED1, CARM1, NRAS, ARAF, BRAF, MAP2K1, MAP2K2, SHC1, NOTCH1, PRKACA, PRKACB, MAPK1, MAPK3, PIK3CA, PIK3CB, PIK3CD, PIK3R1, MAPK14, MAPK9, RPS6KB1",7.37308149794698,87,7.32089209249124,-0.0251122073581636,0.0521894054557483,0.862718305497612,0.99985111770314,NA,NA,NA,"Proteomics","Endocrine Resistance","X19O2NoCyA - X1O2NoCyA",0.0641309868325752,6.46635737296907e-05
"Antifolate Resistance1",42,"SLC19A1, ABCC1, ABCC4, GART, FPGS, GGH, DHFR, TYMS, ATIC, IKBKB, IKBKG, NFKB1, RELA, CHUK",7.81191433660917,42,7.7825858037831,-0.0133811122560169,0.0293285328260735,0.951238506710862,0.99985111770314,NA,NA,NA,"Proteomics","Antifolate Resistance","X19O2NoCyA - X1O2NoCyA",0.0217105775298658,6.46635737296907e-05
"Platinum Drug Resistance1",78,"ATM, TP53, CASP9, CASP3, BAD, BID, CASP8, FADD, BAX, BCL2L1, COPA, MLH1, BRCA1, MSH2, POLH, CYCS, FAS, XIAP, BIRC5, BIRC2, PIK3CA, PIK3CB, PIK3CD, PIK3R1, MAPK1, MAPK3",7.20019847033384,78,7.18050785819988,-0.00874351922791424,0.0196906121339619,0.955930901790627,0.99985111770314,NA,NA,NA,"Proteomics","Platinum Drug Resistance","X19O2NoCyA - X1O2NoCyA",0.0195734989954412,6.46635737296907e-05
"Abc Transporters1",21,"ARAF, ABCD3, ABCC4, ABCC1, ABCB7, ABCB8, TAP1",6.9416545562871,21,6.94960709360652,0.00386885117048606,-0.00795253731941958,0.990048710157359,0.99985111770314,NA,NA,NA,"Proteomics","Abc Transporters","X19O2NoCyA - X1O2NoCyA",0.00434343769321185,6.46635737296907e-05
"Ribosome Biogenesis In Eukaryotes1",135,"IMP4, IMP3, UTP15, UTP4, UTP18, UTP6, CSNK2B, RAN, XPO1, NMD3, TCOF1, SNU13, NOP58, NOP56, NHP2, GAR1, DKC1, NAT10, BMS1, RCL1, MDN1, LSG1, RIOK1, RIOK2, AK6, NME1, EIF6, EMG1, NOB1, MPHOSPH10, WDR75, HEATR1, WDR43, TBL3, WDR36, WDR3, NOL6, RRP7A, FCF1, GTPBP4, NVL, EFL1, SPATA5, SBDS, RBM28",8.97785305453705,135,8.90515773398868,-0.0505204897407503,0.0726953205483767,0.678734911021507,0.99985111770314,NA,NA,NA,"Proteomics","Ribosome Biogenesis In Eukaryotes","X19O2NoCyA - X1O2NoCyA",0.168299812110923,6.46635737296907e-05
"Ribosome1",309,"RPL13, RPL28, RPS14, RPS23, RPS18, RPS29, RPS13, RPS11, RPS15, RPS6, RPS8, RPS17, RPS19, RPS24, RPS27A, RPS7, RPS12, RPS21, RPS25, RPS26, RPS28, RPS3A, MRPL10, MRPL11, RPL11, RPL9, RPLP0, RPL12, RPL13A, MRPL13, MRPL2, MRPL3, RPL10A, RPL8, MRPL14, RPL23, RPL27A, MRPL15, RPL5, MRPL18, MRPL22, RPL23A, MRPL23, MRPL24, RPL35, MRPL30, RPL7, RPL15, RPL18, RPL19, RPL21, RPL30, RPL39, UBA52, RPL31, RPL32, RPL34, RPL35A, RPL37, RPL37A, RPL6, RPL18A, RPL27, RPL29, RPL36, RPL38, RPL4, RPL7A, RPL14, MRPL4, MRPL9, MRPL12, MRPL16, MRPL17, MRPL19, MRPL20, MRPL21, MRPL27, MRPL28, MRPL32, MRPL34, MRPL35, MRPS5, MRPS7, MRPS9, MRPS10, RPS2, RPS5, RPS15A, RPS16, RPS20, RPSA, RPS3, MRPS11, MRPS12, MRPS14, MRPS15, MRPS6, MRPS16, MRPS21, RPS9, MRPS2, MRPL1",8.96530391725124,309,8.84932596488023,-0.0644217653653352,0.11597795237101,0.436555026257017,0.99985111770314,NA,NA,NA,"Proteomics","Ribosome","X19O2NoCyA - X1O2NoCyA",0.359961007184955,6.46635737296907e-05
"Nucleocytoplasmic Transport1",171,"RAN, PHAX, NUP205, NUP188, NUP62, TPR, NUP153, NUP93, NUP54, NUP50, NUP155, SENP2, NUP98, NUP37, SEC13, NUP160, NUP107, NUP85, RAE1, NUP43, NUP133, NUP210, NDC1, NUP214, NUP88, RANBP2, UBE2I, RANGAP1, NUPL2, AAAS, NUP35, GLE1, AHCTF1, TMEM33, NMD3, RBM8A, EIF4A3, CASC3, ACIN1, RNPS1, SAP18, SRRM1, PNN, UPF1, DDX39B, THOC1, THOC2, THOC3, THOC5, THOC6, THOC7, UPF2, SNUPN, NUP58, SEH1L, ALYREF, PYM1",9.19467990862515,171,9.12437636510788,-0.0422124890414603,0.070303543517273,0.690568983059322,0.99985111770314,NA,NA,NA,"Proteomics","Nucleocytoplasmic Transport","X19O2NoCyA - X1O2NoCyA",0.160792931907056,6.46635737296907e-05
"Mrna Surveillance Pathway1",198,"UPF1, UPF2, SMG1, SMG5, SMG7, SMG6, ETF1, RNGTT, RNMT, PABPN1, PELO, FIP1L1, NUDT21, PCF11, CPSF3, CPSF2, CPSF1, CPSF4, CSTF1, CSTF2, CSTF3, SYMPK, WDR82, SSU72, RBM8A, EIF4A3, CASC3, ACIN1, RNPS1, SAP18, SRRM1, PNN, NCBP1, DDX39B, NCBP2, GLE1, TARDBP, HBS1L, WDR33, ALYREF, PYM1, FUS, UPF3B, GSPT1, PABPC1, PABPC4, PPP2CA, PPP2CB, PPP2R1A, PPP2R1B, PPP2R2A, PPP2R5A, PPP2R5C, PPP2R5D, PPP2R5E, PPP2R2D, MSI2, DAZAP1, CPSF6, CPSF7, CSTF2T, PPP1CA, PPP1CB, PPP1CC, NXF1, NXT1",8.83673817078596,198,8.81339728888901,-0.0145172677416933,0.0233408818969441,0.885737285487572,0.99985111770314,NA,NA,NA,"Proteomics","Mrna Surveillance Pathway","X19O2NoCyA - X1O2NoCyA",0.0526950731265598,6.46635737296907e-05
"Rna Degradation1",132,"PNP, DIS3, CNOT1, CNOT2, CNOT3, CNOT4, CNOT10, DCPS, DCP2, LSM1, LSM2, LSM3, LSM4, LSM6, LSM7, LSM8, XRN1, XRN2, DDX6, EDC3, EDC4, PATL1, PARN, DHX36, PAN2, PAN3, PNPT1, EXOSC4, EXOSC7, EXOSC10, ZCCHC7, HSPA9, HSPD1, EXOSC1, EXOSC2, EXOSC9, EXOSC6, EXOSC8, EXOSC5, EXOSC3, CNOT7, CNOT8, PABPC1, PABPC4",8.29065682956077,132,8.24529947231656,-0.0217555454694919,0.0453573572442068,0.860003893169933,0.99985111770314,NA,NA,NA,"Proteomics","Rna Degradation","X19O2NoCyA - X1O2NoCyA",0.0654995827350463,6.46635737296907e-05
"Rna Polymerase1",69,"RPA2, RPA1, POLR2M, POLR2B, POLR2A, POLR2C, POLR2D, POLR2E, POLR2F, POLR2G, POLR2H, POLR2I, POLR2L, POLR1B, POLR1A, POLR1E, POLR1C, POLR3B, POLR3A, POLR3C, POLR3D, POLR3F, POLR3E",7.89986589192402,69,7.75577660499352,-0.0800402685086754,0.144089286930494,0.620023490723033,0.99985111770314,NA,NA,NA,"Proteomics","Rna Polymerase","X19O2NoCyA - X1O2NoCyA",0.207591856149927,6.46635737296907e-05
"Basal Transcription Factors1",54,"TAF2, TAF5, TAF6, TAF7, TAF10, ERCC3, TAF12, TAF15, CDK7, MNAT1, GTF2B, GTF2A2, GTF2F1, GTF2F2, GTF2E1, GTF2E2, GTF2H1, GTF2H4",7.07947560957524,54,7.00252000192374,-0.0528533376419981,0.0769556076515059,0.780948022997008,0.99985111770314,NA,NA,NA,"Proteomics","Basal Transcription Factors","X19O2NoCyA - X1O2NoCyA",0.107377870190263,6.46635737296907e-05
"Dna Replication1",87,"LIG1, FEN1, RNASEH2A, RNASEH2B, RNASEH2C, PCNA, RPA3, MCM5, POLD3, POLE4, POLE3, SSB, MCM2, MCM3, MCM4, POLA1, POLA2, POLD1, POLD2, POLE, POLE2, MCM6, MCM7, RFC1, SSBP1, RNASEH1, PRIM1, PRIM2, RPA1",9.18924778542658,87,9.11742792582026,-0.0336249110056668,0.07181985960632,0.820039226823165,0.99985111770314,NA,NA,NA,"Proteomics","Dna Replication","X19O2NoCyA - X1O2NoCyA",0.0861653725121667,6.46635737296907e-05
"Spliceosome1",174,"DDX46, DDX39B, DHX8, DHX15, DHX38, CDC40, SLU7, PRPF18, SNRNP200, DDX23, SNRPA, SNRPC, RBM25, DDX5, TCERG1, SNRPA1, SNRPB2, PUF60, SMNDC1, RBM17, CHERP, PRPF19, CDC5L, BCAS2, PLRG1, CWC15, CTNNBL1, PQBP1, WBP11, SNW1, ISY1, PPIL1, PPIE, CCDC12, RBM22, AQR, PRPF31, PPIH, PRPF4, PRPF3, SNU13, PRPF6, PRPF8, SNRNP40, TXNL4A, USP39, SART1, ACIN1, EIF4A3, RBM8A, BUD31, RP9, DHX16, EFTUD2, SNRNP70, U2SURP, ZMAT2, FUS",9.47838995112092,174,9.41942724348902,-0.0399263899065618,0.0589627076318973,0.712783663548404,0.99985111770314,NA,NA,NA,"Proteomics","Spliceosome","X19O2NoCyA - X1O2NoCyA",0.147042262551548,6.46635737296907e-05
"Proteasome1",129,"IFNG, PSMD3, PSMD12, PSMD11, PSMD6, PSMD7, PSMD13, PSMD14, PSMD8, PSMD4, PSMD2, PSMD1, PSMC2, PSMC1, PSMC4, PSMC6, PSMC3, PSMC5, PSME1, PSME2, PSME3, PSME4, PSMA6, PSMA2, PSMA4, PSMA7, PSMA5, PSMA1, PSMA3, PSMB6, PSMB7, PSMB3, PSMB2, PSMB5, PSMB1, PSMB4, PSMB9, PSMB10, PSMB8, PSMF1, POMP, PSMD9, ADRM1",9.69569789930028,129,9.65077027260823,-0.034691722532562,0.0449276266920506,0.782323733539295,0.99985111770314,NA,NA,NA,"Proteomics","Proteasome","X19O2NoCyA - X1O2NoCyA",0.106613494260172,6.46635737296907e-05
"Protein Export1",48,"SRP14, SRP72, SRP68, SRP54, SRP19, SRP9, SEC62, SEC63, SPCS1, SPCS2, SPCS3, SRPRB, SEC61B, HSPA5, OXA1L, SRPRA",9.32762305968526,48,9.30524779327399,-0.0153128158847569,0.0223752664112773,0.940575756080757,0.99985111770314,NA,NA,NA,"Proteomics","Protein Export","X19O2NoCyA - X1O2NoCyA",0.0266062196533474,6.46635737296907e-05
"Viral Life Cycle - Hiv-11",90,"PSIP1, TSG101, PDCD6IP, CXCR4, RANBP2, NUP153, TRIM5, PPIA, SMARCB1, PIN1, XPO1, BST2, HGS, ELL, CDK9, RAN, SAMHD1, TNPO3, SUPT5H, SERINC5, SERINC3, CPSF6, CPSF7, NELFB, NELFCD, NELFA, NELFE, MLLT1, CCNT1, CCNT2",8.69931133511644,90,8.65150596498778,-0.0226820227625166,0.0478053701286587,0.878780864445987,0.99985111770314,NA,NA,NA,"Proteomics","Viral Life Cycle - Hiv-1","X19O2NoCyA - X1O2NoCyA",0.0561194084606714,6.46635737296907e-05
"Ppar Signaling Pathway1",60,"SCP2, ACAA1, ACADM, CPT2, ILK, SCD, FADS2, APOA1, DBI, CPT1A, GK, PCK2, ACSL1, ACSL3, ACSL4, ACSL5, SLC27A4, HMGCS1, ACOX1, ME1",7.70594326467181,60,7.80108871757282,0.0457370995901294,-0.0951454529010114,0.805058542267818,0.99985111770314,NA,NA,NA,"Proteomics","Ppar Signaling Pathway","X19O2NoCyA - X1O2NoCyA",0.0941725374464962,6.46635737296907e-05
"Base Excision Repair1",33,"FEN1, LIG1, LIG3, PCNA, APEX1, UNG, XRCC1, HMGB1, MBD4, MPG, NEIL1",8.9095992729903,33,8.8360531654633,-0.0341689155859325,0.0735461075269992,0.889799912785175,0.99985111770314,NA,NA,NA,"Proteomics","Base Excision Repair","X19O2NoCyA - X1O2NoCyA",0.0507076411558762,6.46635737296907e-05
"Nucleotide Excision Repair1",36,"ERCC3, MNAT1, CDK7, DDB1, RBX1, LIG1, PCNA, ERCC4, CETN2, XPC, GTF2H4, GTF2H1",7.64652274180983,36,7.46971914357007,-0.0649490801997902,0.176803598239758,0.776271628124162,0.99985111770314,NA,NA,NA,"Proteomics","Nucleotide Excision Repair","X19O2NoCyA - X1O2NoCyA",0.109986286533077,6.46635737296907e-05
"Mismatch Repair1",27,"MSH2, MLH1, LIG1, PCNA, MSH6, MSH3, PMS2, SSB, SSBP1",10.0142849953185,27,9.88622082527931,-0.0684034196042324,0.128064170039213,0.802018937202872,0.99985111770314,NA,NA,NA,"Proteomics","Mismatch Repair","X19O2NoCyA - X1O2NoCyA",0.0958153770704335,6.46635737296907e-05
"Homologous Recombination1",45,"BLM, MRE11, RAD50, NBN, SSB, BRCA1, RBBP8, UIMC1, FAM175A, TOPBP1, ATM, BRE, BRCC3, SSBP1, BABAM1",8.00641465966487,45,8.00464145922633,-0.000900953244426324,0.00177320043854223,0.996652682127941,0.99985111770314,NA,NA,NA,"Proteomics","Homologous Recombination","X19O2NoCyA - X1O2NoCyA",0.00145616015838649,6.46635737296907e-05
"Non-Homologous End-Joining1",27,"LIG4, MRE11, RAD50, PRKDC, XRCC5, XRCC4, XRCC6, FEN1, NHEJ1",9.72960655525664,27,9.73552686143027,0.00197836194459369,-0.00592030617362838,0.99427178506365,0.99985111770314,NA,NA,NA,"Proteomics","Non-Homologous End-Joining","X19O2NoCyA - X1O2NoCyA",0.00249488459716863,6.46635737296907e-05
"Fanconi Anemia Pathway1",60,"FANCD2, FANCI, FANCL, BLM, ATRIP, ATR, TELO2, MLH1, BRCA1, USP1, WDR48, UBE2T, POLH, PMS2, ERCC4, SLX4, RPA3, TOP3B, RPA1, RPA2",6.985861910871,60,6.81392370381604,-0.0724506938891767,0.171938207054962,0.676043721260084,0.99985111770314,NA,NA,NA,"Proteomics","Fanconi Anemia Pathway","X19O2NoCyA - X1O2NoCyA",0.17002521635424,6.46635737296907e-05
"Mapk Signaling Pathway1",252,"PPM1B, MAP4K4, STMN1, LAMTOR3, MAP2K2, MAP2K1, BRAF, RASA1, NF1, GRB2, CDC25B, MAX, TP53, ATF2, PPP5C, MAP2K6, MAP2K3, PPM1A, HSPB1, MAP3K7, MAP4K2, ECSIT, DAXX, TRAF2, CASP3, MAP2K7, MAP2K4, CRK, NFATC3, NFATC1, FLNA, MAP4K1, MYC, TRADD, MYD88, ARAF, TAB1, FAS, PTPN7, NFKB1, NFKB2, RELA, RELB, IKBKB, IKBKG, PRKCA, RAP1A, RAP1B, NRAS, RRAS2, INSR, CACNA1D, RPS6KA5, RPS6KA4, MAPKAPK3, STK4, TGFBR2, IL1RAP, TGFB1, RAC1, CDC42, RAC2, PAK2, MAP3K2, IRAK4, CHUK, MAPK1, MAPK3, PRKACA, PRKACB, MAPK14, TAOK3, TAOK1, MAPK9, CRKL, ARRB2, HSPA1B, HSPA2, HSPA8, PPP3CA, PPP3CC, FLNB, RPS6KA1, RPS6KA3",7.646231609497,252,7.60385855085351,-0.0212064853499207,0.0423730586434887,0.808505343765411,0.99985111770314,NA,NA,NA,"Proteomics","Mapk Signaling Pathway","X19O2NoCyA - X1O2NoCyA",0.0923171053059277,6.46635737296907e-05
"Erbb Signaling Pathway1",99,"GRB2, MTOR, BAD, GAB1, CRK, MYC, STAT5B, PAK2, NCK1, MAP2K4, MAP2K7, CBL, SHC1, PRKCA, PLCG1, PLCG2, MAP2K1, MAP2K2, BRAF, ARAF, NRAS, RPS6KB1, BUB1B, MAPK9, CRKL, CAMK2B, CAMK2D, PIK3CA, PIK3CB, PIK3CD, PIK3R1, MAPK1, MAPK3",7.57335323690982,99,7.53432778159473,-0.0163527824543475,0.0390254553150955,0.906978902582315,0.99985111770314,NA,NA,NA,"Proteomics","Erbb Signaling Pathway","X19O2NoCyA - X1O2NoCyA",0.0424028150332318,6.46635737296907e-05
"Ras Signaling Pathway1",183,"GRB2, PTPN11, BAD, BCL2L1, RALBP1, CDC42, NF1, RHOA, STK4, ARF6, RAC1, EXOC2, TBK1, REL, BRAP, SHOC2, AFDN, MAP2K1, MAP2K2, NRAS, RRAS2, SHC1, INSR, GAB1, RAC2, RALA, PRKCA, IKBKG, IKBKB, NFKB1, RELA, ETS1, RAB5A, RAB5B, RAB5C, RASA1, RASAL1, RASAL3, RAP1A, RAP1B, GNB1, GNB2, GNB4, GNG5, PLCG1, PLCG2, PAK2, MAPK1, MAPK3, PIK3CA, PIK3CB, PIK3CD, PIK3R1, CHUK, MAPK9, RASA4B, CALM1, CALML3, BUB1B, PRKACA, PRKACB",7.77401630374376,183,7.76087181976822,-0.00649583919938822,0.0131444839755357,0.949779529774464,0.99985111770314,NA,NA,NA,"Proteomics","Ras Signaling Pathway","X19O2NoCyA - X1O2NoCyA",0.0223771948316963,6.46635737296907e-05
"Rap1 Signaling Pathway1",156,"APBB1IP, SIPA1, BRAF, GNAS, CRK, RAPGEF1, CTNNB1, RHOA, CDC42, PLCG1, ID1, RGS14, AFDN, MAP2K1, MAP2K2, RAP1A, RAP1B, INSR, RAC1, RAC2, MAP2K3, MAP2K6, VASP, ENAH, EVL, RALA, ITGAL, ITGB1, NRAS, PRKCA, PRKCI, MAPK1, MAPK3, MAPK14, PFN1, PFN2, ACTB, PLCB3, CRKL, VAV1, VAV2, PRKD3, PRKD2, GNAI2, GNAI3, PIK3CA, PIK3CB, PIK3CD, PIK3R1, CALM1, CALML3, TLN1",8.06408817314733,156,8.0402814367869,-0.0113057678412576,0.0238067363604237,0.919371978262857,0.99985111770314,NA,NA,NA,"Proteomics","Rap1 Signaling Pathway","X19O2NoCyA - X1O2NoCyA",0.0365087373393243,6.46635737296907e-05
"Calcium Signaling Pathway1",120,"PPIF, PTK2B, CD38, MCU, ASPH, VDAC1, VDAC2, VDAC3, CAMK4, PRKCA, TPCN1, P2RX4, PLCG1, PLCG2, ITPR1, ITPR2, ITPR3, CACNA1D, CXCR4, GNAS, STIM1, STIM2, MCOLN2, ITPKB, CAMK1D, CAMK2B, CAMK2D, PPP3CA, PPP3CC, PLCB3, CALM1, CALML3, SLC25A4, SLC25A5, SLC25A6, ATP2A2, ATP2A3, PRKACA, PRKACB, ATP2B1",7.69596743443032,120,7.75816916043238,0.0246805162980416,-0.0622017260020602,0.850565787409193,0.99985111770314,NA,NA,NA,"Proteomics","Calcium Signaling Pathway","X19O2NoCyA - X1O2NoCyA",0.0702920900421945,6.46635737296907e-05
"Cgmp-Pkg Signaling Pathway1",141,"RHOA, BAD, VASP, INSR, PPP1R12A, ITPR1, ITPR2, ITPR3, CACNA1D, ROCK1, ROCK2, NFATC1, NFATC2, NFATC3, MEF2D, MAP2K1, MAP2K2, CREB1, ATF2, PIK3CG, VDAC1, VDAC2, VDAC3, PPIF, GNA13, PPP1CA, PPP1CB, PPP1CC, PLCB3, PPP3CA, PPP3CC, ATP2A2, ATP2A3, MAPK1, MAPK3, ATP1A1, ATP1A3, ATP1B3, ATP2B1, GTF2I, SLC25A4, SLC25A5, SLC25A6, CALM1, CALML3, GNAI2, GNAI3",8.1702423996924,141,8.19234755442864,0.00987747417985527,-0.0221051547362325,0.934611648797669,0.99985111770314,NA,NA,NA,"Proteomics","Cgmp-Pkg Signaling Pathway","X19O2NoCyA - X1O2NoCyA",0.0293688103253785,6.46635737296907e-05
"Camp Signaling Pathway1",147,"GNAS, BRAF, RHOA, PPP1R12A, BAD, NFATC1, ABCC4, LIPE, AFDN, CACNA1D, RAP1A, RAP1B, MAP2K1, MAP2K2, CREB1, ROCK1, ROCK2, CAMK4, NFKB1, RELA, RRAS2, RAC1, RAC2, ATP1A1, ATP1A3, ATP1B3, GNAI2, GNAI3, PRKACA, PRKACB, PIK3CA, PIK3CB, PIK3CD, PIK3R1, MAPK1, MAPK3, CALM1, CALML3, ATP2B1, MAPK9, CAMK2B, CAMK2D, CREBBP, PPP1CA, PPP1CB, PPP1CC, ACOX1, VAV1, VAV2",7.68806090958051,147,7.71499438675511,0.0128972138717986,-0.0269334771745937,0.911292902093524,0.99985111770314,NA,NA,NA,"Proteomics","Camp Signaling Pathway","X19O2NoCyA - X1O2NoCyA",0.0403420123596886,6.46635737296907e-05
"Cytokine-Cytokine Receptor Interaction1",42,"CSF2RB, IL1RAP, TGFBR2, TGFB1, IFNG, IL4R, CXCR5, CXCR4, TNFRSF10D, IL16, CD27, FAS, CD70, TNFRSF10B",5.90223196234455,42,5.82714275190684,-0.0376149110645036,0.0750892104377128,0.857369299576233,0.99985111770314,NA,NA,NA,"Proteomics","Cytokine-Cytokine Receptor Interaction","X19O2NoCyA - X1O2NoCyA",0.0668320716340444,6.46635737296907e-05
"Viral Protein Interaction With Cytokine And Cytokine Receptor1",12,"CXCR5, CXCR4, TNFRSF10D, TNFRSF10B",4.74552443741162,12,4.55093399579183,-0.0779075818109524,0.194590441619796,0.841009278371443,0.99985111770314,NA,NA,NA,"Proteomics","Viral Protein Interaction With Cytokine And Cytokine Receptor","X19O2NoCyA - X1O2NoCyA",0.0751992128545365,6.46635737296907e-05
"Chemokine Signaling Pathway1",180,"PXN, RHOA, GRB2, ELMO1, CRK, CDC42, WAS, PTK2B, MAP2K1, DOCK2, BAD, CXCR4, CXCR5, LYN, FGR, PLCG1, PLCG2, SHC1, GNB1, GNB2, GNB4, GNG5, ROCK1, ROCK2, RAP1A, RAP1B, PRKCD, STAT1, STAT2, STAT3, STAT5B, NRAS, BRAF, RAC1, RAC2, NFKB1, RELA, IKBKB, IKBKG, NFKBIB, GSK3A, PIK3CG, PIK3CA, PIK3CB, PIK3CD, PIK3R1, PLCB3, GNAI2, GNAI3, CRKL, GRK2, GRK6, ARRB2, VAV1, VAV2, PRKACA, PRKACB, MAPK1, MAPK3, CHUK",7.85277824331737,180,7.78430529476831,-0.0293028206422375,0.0684729485490596,0.775102991317928,0.99985111770314,NA,NA,NA,"Proteomics","Chemokine Signaling Pathway","X19O2NoCyA - X1O2NoCyA",0.110640587055897,6.46635737296907e-05
"Nf-Kappa B Signaling Pathway1",111,"BCL2L1, MYD88, TRADD, TRAF2, IKBKG, IKBKB, NFKB2, RELB, NFKB1, RELA, MAP3K7, PLCG1, PRKCQ, BCL10, PLCG2, SYK, LYN, BTK, LCK, BLNK, ATM, PARP1, PIAS4, UBE2I, XIAP, TRAF5, ICAM1, ERC1, CHUK, TICAM1, IRAK4, CARD11, CSNK2B, BIRC2, TAB1, CSNK2A1, CSNK2A2",7.82534598520155,111,7.8154559360326,-0.00456544454422138,0.00989004916894576,0.972642215898864,0.99985111770314,NA,NA,NA,"Proteomics","Nf-Kappa B Signaling Pathway","X19O2NoCyA - X1O2NoCyA",0.0120468845374914,6.46635737296907e-05
"Hif-1 Signaling Pathway1",153,"CUL2, RBX1, ELOB, ELOC, ARNT, SLC2A1, MTOR, PDK1, GAPDH, PFKFB3, TF, TFRC, IFNG, STAT3, EIF4E, RPS6, INSR, PLCG1, PLCG2, PRKCA, PDHB, RELA, NFKB1, MAP2K1, MAP2K2, EGLN1, CREBBP, PIK3CA, PIK3CB, PIK3CD, PIK3R1, LDHAL6A, LDHA, LDHB, PDHA1, CAMK2B, CAMK2D, HK1, HK2, PFKL, PFKM, PFKP, ALDOA, ALDOC, ENO1, PGK1, PGK2, EIF4E2, RPS6KB1, MAPK1, MAPK3",8.71886155001791,153,8.73314580589621,0.00567494829336944,-0.0142842558783087,0.959966212391719,0.99985111770314,NA,NA,NA,"Proteomics","Hif-1 Signaling Pathway","X19O2NoCyA - X1O2NoCyA",0.0177440524084148,6.46635737296907e-05
