pathway,code,nodes,"1% O2, CyA+-1% O2, CyA-","1% O2, CyA--19% O2, CyA-","19% O2, CyA--1% O2, CyA+"
Alcoholism,5034,"['DDC', 'GNAS', 'ADCY5', 'CAMK4', 'MAP2K1', 'FOSB', 'HAT1', 'GRB2', 'PKIA', 'GRIN2D', 'CREB1', 'ATF2', 'ATF4', 'CREB3', 'CREB5', 'ATF6B', 'HDAC3', 'HDAC6', 'HDAC7', 'HDAC8', 'HDAC9', 'HDAC10', 'HDAC11', 'CAMKK2', 'GNB1', 'GNB2', 'GNB3', 'GNB4', 'GNB5', 'GNG2', 'GNG3', 'GNG5', 'GNG7', 'GNG10', 'GNG12', 'GNGT2', 'ADORA2A', 'HRAS', 'KRAS', 'NRAS', 'ARAF', 'BRAF', 'RAF1', 'PPP1CA', 'PPP1CB', 'PPP1CC', 'PRKACA', 'PRKACB', 'CREB3L4', 'CREB3L2', 'HDAC5', 'HDAC1', 'HDAC2', 'HDAC4', 'CALM1', 'CALM2', 'CALM3', 'CALML3', 'CALML4', 'GNAI2', 'GNAI3', 'SLC29A1', 'SLC29A2', 'SLC29A3', 'MAPK1', 'MAPK3', 'MACROH2A1', 'SOS1', 'SOS2']",1.713410674,0.414612276,0.292820121
Inflammatory mediator regulation of TRP channels,4750,"['TRPV1', 'IL1B', 'GNAS', 'PRKCE', 'PRKCD', 'SRC', 'TRPV2', 'PTGER4', 'ASIC1', 'ASIC3', 'IL1RAP', 'PLA2G6', 'ADCY3', 'ADCY4', 'ADCY5', 'ADCY7', 'ADCY9', 'PLCG1', 'PLCG2', 'ITPR1', 'ITPR2', 'ITPR3', 'PRKCA', 'PRKCB', 'PRKCG', 'PRKCH', 'PRKCQ', 'MAP2K3', 'MAP2K6', 'PLA2G4B', 'PLA2G4C', 'JMJD7', 'PLCB1', 'PLCB2', 'PLCB3', 'PRKACA', 'PRKACB', 'CAMK2B', 'CAMK2D', 'CAMK2G', 'MAPK14', 'MAPK8', 'MAPK11', 'MAPK9', 'MAPK13', 'MAPK12', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R3', 'PPP1CA', 'PPP1CB', 'PPP1CC', 'CALM1', 'CALM2', 'CALM3', 'CALML3', 'CALML4']",0.502197023,0.259755377,0.124599439
Mitophagy - animal,4137,"['PINK1', 'USP30', 'USP15', 'AMBRA1', 'USP8', 'OPTN', 'TBK1', 'SQSTM1', 'CALCOCO2', 'NBR1', 'SRC', 'ULK1', 'FUNDC1', 'PGAM5', 'BCL2L1', 'BNIP3', 'BNIP3L', 'ATG5', 'TFEB', 'TFE3', 'TAX1BP1', 'FIS1', 'BCL2L13', 'EIF2AK3', 'ATF4', 'HIF1A', 'E2F1', 'RELA', 'TP53', 'SP1', 'JUN', 'FOXO3', 'CITED2', 'MFN2', 'TOMM7', 'MFN1', 'GABARAP', 'CSNK2B', 'RHOT1', 'RHOT2', 'TBC1D15', 'TBC1D17', 'RAB7A', 'HRAS', 'KRAS', 'NRAS', 'RRAS', 'RRAS2', 'UBB', 'UBC', 'GABARAPL2', 'GABARAPL1', 'MAP1LC3B2', 'MAP1LC3B', 'CSNK2A1', 'CSNK2A2', 'CSNK2A3', 'BECN1', 'ATG9B', 'ATG9A', 'MAPK8', 'MAPK9', 'RPS27A', 'UBA52']",0.847107411,0.577145778,0.548755654
Viral carcinogenesis,5203,"['TP53', 'UBE3A', 'DLG1', 'SCRIB', 'PXN', 'IRF3', 'RB1', 'RBL1', 'RBL2', 'TBP', 'PSMC1', 'CHD4', 'JUN', 'IRF9', 'IKBKG', 'BAX', 'BAD', 'PMAIP1', 'SRC', 'DDB1', 'JAK1', 'CDK2', 'POLB', 'VAC14', 'RANBP1', 'SRF', 'TRADD', 'LYN', 'SYK', 'JAK3', 'USP7', 'CDK6', 'MDM2', 'MRPS18B', 'UBR4', 'CASP3', 'VDAC3', 'SKP2', 'SNW1', 'SND1', 'EP300', 'DNAJA3', 'CDKN1A', 'CDKN1B', 'RASA2', 'CDC42', 'RAC1', 'RHOA', 'GSN', 'NFKBIA', 'CDC20', 'CHEK1', 'IRF7', 'IL6ST', 'MAPKAPK2', 'HNRNPK', 'DDX3X', 'YWHAE', 'EIF2AK2', 'GRB2', 'CDK1', 'SP100', 'BAK1', 'MAD1L1', 'GTF2B', 'PKM', 'CASP8', 'TRAF1', 'TRAF2', 'TRAF3', 'TRAF5', 'CREB1', 'ATF2', 'ATF4', 'CREB3', 'CREB5', 'ATF6B', 'STAT3', 'STAT5A', 'STAT5B', 'RELA', 'REL', 'NFKB2', 'NFKB1', 'EGR2', 'EGR3', 'CDK4', 'CDKN2A', 'CDKN2B', 'CCND1', 'CCND2', 'CCND3', 'HRAS', 'KRAS', 'NRAS', 'HDAC3', 'HDAC6', 'HDAC7', 'HDAC8', 'HDAC9', 'HDAC10', 'HDAC11', 'CREBBP']",1.440786461,0.321077797,0.31372108
PPAR signaling pathway,3320,"['SCP2', 'ACAA1', 'ACADM', 'EHHADH', 'CPT2', 'OLR1', 'SORBS1', 'ILK', 'PDPK1', 'PLTP', 'SCD', 'FADS2', 'NR1H3', 'APOA1', 'UBC', 'DBI', 'PPARA', 'PPARD', 'PLIN2', 'RXRA', 'RXRB', 'CPT1A', 'CPT1B', 'GK', 'PCK1', 'PCK2', 'ACSL1', 'ACSL3', 'ACSL4', 'ACSL5', 'SLC27A4', 'SLC27A1', 'HMGCS1', 'ACOX1', 'ACOX3', 'SCD5', 'ME1']",0.296946732,0.137207548,0.33199883
Glycerophospholipid metabolism,564,"['PTDSS2', 'PTDSS1', 'PCYT2', 'CDIPT', 'PHOSPHO1', 'GPD1', 'LCAT', 'GPCPD1', 'ADPRM', 'PSD', 'CARS', 'GNPAT', 'GPD2', 'PISD', 'PEMT', 'PGS1', 'CRLS1', 'LPCAT4', 'LPCAT3', 'CHPT1', 'CEPT1', 'DAD1', 'PLA2G6', 'DGKA', 'GDE1', 'AGPAT5', 'LCLAT1', 'EPT1', 'LYPLA1', 'LYPLA2', 'TAZ', 'LPGAT1', 'LPCAT1', 'PCYT1A', 'CHKA', 'CHKB', 'ETNK1', 'PLA2G4B', 'PLA2G1B', 'PLA2G12A', 'PLA2G4C', 'JMJD7', 'DGKH', 'DGKQ', 'DGKZ', 'DGKE', 'DGKD', 'DGKI', 'LPIN1', 'LPIN3', 'PLPP5', 'PLPP1', 'PLPP3', 'LPIN2', 'PLD3', 'PLD2', 'AGPAT1', 'AGPAT2', 'AGPAT3', 'AGPAT4', 'GPAT4', 'GPAM', 'GPD1L', 'PNPLA6', 'PNPLA7', 'CDS2', 'PLA2G15']",0.141503435,0.19828451,0.380995327
Endocrine and other factor-regulated calcium reabsorption,4961,"['VDR', 'RAB11A', 'GNAS', 'PRKCA', 'PRKCB', 'PRKCG', 'ADCY9', 'SLC8A1', 'ATP2B1', 'ATP2B4', 'PLCB1', 'PLCB2', 'PLCB3', 'KLK1', 'PRKACA', 'PRKACB', 'ATP1A1', 'ATP1A3', 'ATP1B1', 'ATP1B3']",0.533767443,0.21247758,0.223619754
Arginine biosynthesis,220,"['CPS1', 'ACY1', 'ASS1', 'ASL', 'NAGS', 'ARG2', 'NOS3', 'NOA1', 'GOT1', 'GOT2', 'GLS2', 'GLS', 'ARG1', 'ABHD14A', 'GLUD1', 'GLUD2', 'GPT2']",0.482472905,0.17850583,0.279009355
Herpes simplex virus 1 infection,5168,"['LTA', 'TNFRSF14', 'PTPN11', 'C5', 'CFP', 'TLR3', 'TLR2', 'MYD88', 'MAP3K7', 'NFKBIA', 'TNF', 'IL1B', 'CCL5', 'TRAF6', 'IKBKE', 'TBK1', 'DDX58', 'MAVS', 'IFIH1', 'PML', 'SP100', 'DAXX', 'TP53', 'EIF2S1', 'RNASEL', 'IRF9', 'STAT1', 'IFNG', 'SRPK1', 'CD74', 'TNFRSF1A', 'FADD', 'CASP8', 'NFKB1', 'RELA', 'IRAK4', 'IRAK1', 'IRF7', 'TRAF3', 'MB21D1', 'TAPBP', 'PDIA3', 'CALR', 'B2M', 'TRADD', 'TSC1', 'TSC2', 'RHEB', 'MTOR', 'EIF4EBP1', 'BAD', 'SRC', 'SYK', 'CARD9', 'IRF3', 'BST2', 'BAX', 'CASP3', 'CASP9', 'BID', 'BCL2', 'BCL2L1', 'APAF1', 'TICAM1', 'ALYREF', 'FAS', 'BAK1', 'CYCS', 'CHUK', 'NECTIN1', 'TRAF2', 'TRAF5', 'EIF2AK1', 'EIF2AK2', 'EIF2AK3', 'EIF2AK4', 'IFNAR1', 'IFNAR2', 'IFNGR1', 'IFNGR2', 'JAK1', 'TYK2', 'STAT2', 'JAK2', 'SRSF1', 'SRSF3', 'SRSF7', 'SRSF9', 'IKBKB', 'IKBKG', 'PILRB', 'PILRA', 'TAB1', 'TAB2', 'PPP1CA', 'PPP1CB', 'PPP1CC', 'OAS1', 'OAS2', 'OAS3', 'NXF1', 'SRSF8', 'SRSF2', 'SRSF4', 'SRSF5', 'SRSF6', 'BIRC2', 'BIRC3', 'TAP1', 'TAP2', 'AKT1', 'AKT2', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R3', 'ZNF730', 'ZNF737', 'ZNF316', 'ZNF717', 'ZNF605', 'ZNF783', 'ZNF559', 'ZNF891', 'ZNF256', 'ZNF443', 'ZNF267', 'ZNF211', 'ZNF273', 'ZNF460', 'ZNF268', 'ZNF275', 'ZNF554', 'ZNF689', 'ZNF354B', 'ZNF641', 'ZNF816', 'ZNF543', 'ZNF441', 'ZNF440', 'ZNF573', 'ZNF57', 'ZNF792', 'ZNF684', 'ZNF786', 'ZFP28', 'ZFP90', 'ZNF597', 'ZNF785', 'ZNF688', 'ZNF480', 'ZNF418', 'ZNF417', 'ZNF548', 'ZNF563', 'ZNF420', 'ZNF565', 'ZNF582', 'ZNF583', 'ZNF599', 'ZNF558', 'ZNF714', 'ZNF555', 'ZNF569', 'ZNF570', 'ZNF595', 'ZNF425', 'ZNF746', 'ZNF782', 'ZFP1', 'ZNF519', 'ZNF836', 'ZNF600', 'ZNF320', 'ZNF550', 'ZNF846', 'ZNF791', 'ZNF564', 'ZNF709', 'ZNF433', 'ZNF114', 'ZNF567', 'ZNF383', 'ZNF780B', 'ZNF100', 'ZNF540', 'ZNF596', 'ZNF169', 'ZNF431', 'ZNF721', 'ZNF675', 'ZNF778', 'ZNF627', 'ZNF585A', 'ZNF584', 'ZNF25', 'ZFP30', 'ZNF510', 'ZNF620', 'ZNF718', 'ZNF549', 'ZNF324', 'ZNF473', 'ZNF658', 'ZNF337', 'ZNF285', 'ZNF777', 'ZNF544', 'ZNF547', 'ZIK1', 'ZNF780A', 'ZNF283', 'ZNF615', 'ZNF841', 'ZNF763', 'ZFP82', 'ZNF619', 'ZNF621', 'ZNF707', 'ZNF181', 'ZNF546', 'ZFP69', 'ZNF680', 'ZNF517', 'ZNF850', 'ZNF860', 'ZNF81', 'ZNF530', 'ZNF713', 'ZNF429', 'ZNF233', 'ZNF699', 'ZNF568', 'ZNF773', 'ZNF790', 'ZNF808', 'ZNF888', 'ZNF761', 'ZNF470', 'ZNF749', 'ZNF324B', 'ZNF805', 'ZNF772', 'ZNF506', 'ZNF571', 'ZNF589', 'ZNF107', 'ZNF44', 'ZNF853', 'ZNF562', 'ZSCAN32', 'ZNF823', 'ZNF416', 'ZNF701', 'ZNF83', 'ZNF302', 'ZNF253', 'ZNF248', 'ZNF630', 'ZNF286A', 'ZNF304', 'ZNF490', 'ZNF398', 'ZNF624', 'ZFP14', 'ZNF317', 'ZNF529', 'RBAK', 'ZNF77', 'ZNF250', 'ZNF350', 'ZNF674', 'ZFP69B', 'ZNF354A', 'ZNF736', 'ZNF878', 'ZNF814', 'ZNF726', 'ZFP37', 'ZNF2', 'ZNF3', 'ZNF7', 'ZNF8', 'ZNF10', 'ZNF12', 'ZNF14', 'ZNF708', 'ZNF17', 'ZNF19', 'ZNF20', 'ZNF182', 'ZNF23', 'ZNF26', 'ZNF33A', 'ZNF33B', 'ZNF37A', 'ZNF41', 'ZNF43', 'ZNF45', 'ZNF79', 'ZNF84', 'ZNF85', 'ZNF91', 'ZNF124', 'ZNF132', 'ZNF133', 'ZNF136', 'ZNF140', 'ZNF141', 'ZNF155', 'ZNF157', 'ZNF175', 'ZNF180', 'ZNF184', 'ZNF189', 'ZNF195', 'ZNF200', 'ZNF224', 'ZNF225', 'ZNF226', 'ZNF227', 'ZNF230', 'ZNF426', 'ZNF343', 'ZNF557', 'ZNF768', 'ZNF419', 'ZNF552', 'ZNF669', 'ZNF212', 'ZNF671', 'ZNF613', 'ZNF442', 'ZNF606', 'ZNF614', 'ZNF430', 'ZNF34', 'ZNF436', 'ZNF611', 'ZNF93', 'ZNF484', 'ZNF282', 'ZNF333', 'ZNF527', 'ZNF347', 'ZNF607', 'ZNF514', 'ZNF382', 'ZNF587', 'ZNF566', 'ZNF551', 'ZNF616', 'ZNF766', 'ZNF468', 'ZNF160', 'ZNF799', 'ZNF700', 'ZNF439', 'ZNF486', 'ZNF251', 'ZNF682', 'ZNF765', 'ZNF845', 'ZNF461', 'ZNF585B', 'ZNF764', 'ZNF235', 'ZNF561', 'ZNF670', 'ZNF101', 'ZNF254', 'ZNF432', 'ZNF623']",0.040760524,0.085851749,0.107211769
Viral protein interaction with cytokine and cytokine receptor,4061,"['CCL5', 'CCR10', 'CXCR1', 'CXCR2', 'CXCR3', 'CXCR5', 'CXCR4', 'IL10RB', 'IL10RA', 'IL6ST', 'IL2RG', 'IL2RA', 'IL20RB', 'IL34', 'CSF1', 'TNFRSF14', 'LTA', 'TNFRSF1A', 'TNFRSF1B', 'TNF', 'TNFSF10', 'CCR9', 'ACKR4', 'TNFRSF10D', 'TNFRSF10B', 'TNFRSF10A']",0.749699977,3.738466696,4.655186421
Drug metabolism - cytochrome P450,982,"['CYP2D6', 'CYP2E1', 'AOX1', 'GSTK1', 'ALDH3B1', 'ALDH3B2', 'FMO1', 'FMO4', 'FMO5', 'GSTO2', 'GSTA4', 'GSTM4', 'GSTP1', 'MGST1', 'MGST2', 'MGST3', 'GSTO1', 'ADH5']",0.175085019,0.170856648,0.276336845
Arrhythmogenic right ventricular cardiomyopathy,5412,"['SGCB', 'SGCA', 'DAG1', 'EMD', 'LMNA', 'DMD', 'JUP', 'DSP', 'CTNNB1', 'TCF7', 'TCF7L1', 'TCF7L2', 'LEF1', 'LAMA2']",1.067179019,0.620950476,0.289448643
Renin secretion,4924,"['GNAS', 'ORAI1', 'PRKG2', 'CREB1', 'CTSB', 'ACE', 'KCNJ2', 'ADCY5', 'ADRB2', 'ITPR1', 'ITPR2', 'ITPR3', 'PDE3B', 'PTGER4', 'PRKACA', 'PRKACB', 'GNAI2', 'GNAI3', 'PLCB1', 'PLCB2', 'PLCB3', 'PDE1A', 'PDE1B', 'CALM1', 'CALM2', 'CALM3', 'CALML3', 'CALML4', 'PPP3CA', 'PPP3CB', 'PPP3CC', 'PPP3R1']",0.519381851,0.706548104,0.99704296
African trypanosomiasis,5143,"['MYD88', 'IFNG', 'TNF', 'APOL1', 'IL1B', 'ICAM1', 'THOP1', 'APOA1', 'FAS', 'HBB', 'PRKCA', 'PRKCB', 'PRKCG', 'HBA1', 'PLCB1', 'PLCB2', 'PLCB3']",0.298122111,0.306517559,0.275118537
Aldosterone-regulated sodium reabsorption,4960,"['SGK1', 'NR3C2', 'KRAS', 'NEDD4L', 'HSD11B2', 'INSR', 'IRS1', 'PDPK1', 'SFN', 'SCNN1A', 'SCNN1B', 'ATP1A1', 'ATP1A3', 'ATP1B1', 'ATP1B3', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R3']",1.209884204,0.393458633,0.411677848
Measles,5162,"['MYD88', 'IRF7', 'DDX58', 'IFIH1', 'MAVS', 'IRF3', 'IRF9', 'MSN', 'CD46', 'SLAMF1', 'CD28', 'EIF3H', 'RACK1', 'CBLB', 'EIF2S1', 'TRAF6', 'TNFAIP3', 'FCGR2B', 'RCHY1', 'TP53', 'TP73', 'BBC3', 'CDKN1B', 'GSK3B', 'ADAR', 'MAP3K7', 'IKBKE', 'TBK1', 'FADD', 'CASP8', 'TRADD', 'BAD', 'BAX', 'CASP3', 'CASP9', 'BID', 'BCL2', 'BCL2L1', 'APAF1', 'TRAF3', 'FAS', 'TAB2', 'BAK1', 'CYCS', 'TLR7', 'IRAK1', 'IRAK4', 'TLR2', 'TLR4', 'NFKBIB', 'NFKBIA', 'NFKB1', 'RELA', 'IFNAR1', 'IFNAR2', 'JAK1', 'TYK2', 'STAT1', 'STAT2', 'IL2RA', 'IL2RG', 'JAK3', 'STAT3', 'STAT5A', 'STAT5B', 'IL1B', 'EIF2AK1', 'EIF2AK2', 'EIF2AK3', 'EIF2AK4', 'IKBKB', 'IKBKG', 'CSNK2B', 'CCND1', 'CCND2', 'CCND3', 'CDK4', 'CDK6', 'CDK2', 'JUN', 'FOS', 'OAS1', 'OAS2', 'OAS3', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R3', 'AKT1', 'AKT2', 'MX1', 'MX2', 'CHUK', 'CCNE1', 'CCNE2', 'MAPK8', 'MAPK9']",0.172912635,0.131043182,0.109422044
Thiamine metabolism,730,"['THTPA', 'ADK', 'NTPCR', 'TPK1', 'NFS1', 'ACP1', 'AK7', 'AK2', 'AK4', 'AK5']",0.135116153,0.155907926,0.180824342
Cocaine addiction,5030,"['DDC', 'GNAS', 'ADCY5', 'RGS9', 'JUN', 'FOSB', 'CDK5', 'DLG4', 'CDK5R1', 'GRM2', 'NFKB1', 'RELA', 'CREB1', 'ATF2', 'ATF4', 'CREB3', 'CREB5', 'ATF6B', 'GRIN2D', 'PRKACA', 'PRKACB', 'GNAI2', 'GNAI3', 'CREB3L4', 'CREB3L2']",0.371453429,0.185901537,0.226313615
Vitamin B6 metabolism,750,"['PPAT', 'PDXK', 'AOX1', 'PNPO', 'PSAT1', 'PPOX', 'PDXP', 'PHOSPHO2']",0.401223674,0.161136342,0.367456053
Cytosolic DNA-sensing pathway,4623,"['CASP1', 'PYCARD', 'AIM2', 'IL1B', 'ZBP1', 'TBK1', 'IKBKE', 'IRF3', 'IRF7', 'MAVS', 'RIPK1', 'RIPK3', 'ADAR', 'DDX58', 'CCL5', 'TREX1', 'MB21D1', 'NFKB1', 'RELA', 'IKBKG', 'IKBKB', 'NFKBIB', 'NFKBIA', 'CHUK']",0.806840795,0.415288918,0.218947363
Butanoate metabolism,650,"['AACS', 'HMGCL', 'ACADS', 'L2HGDH', 'ABAT', 'ALDH5A1', 'HADH', 'EHHADH', 'HADHA', 'ECHS1', 'POR', 'SDHA', 'SDHB', 'SDHC', 'SDHD', 'BDH2', 'BDH1', 'OXCT1', 'HMGCS1', 'ACAT1', 'ACAT2', 'ACSM3']",0.347054338,0.093385285,0.298742688
Alzheimer disease,5010,"['PSENEN', 'NCSTN', 'TNF', 'APP', 'CASP9', 'CASP3', 'APAF1', 'HSD17B10', 'CDK5R1', 'CDK5', 'FADD', 'CASP8', 'BID', 'EIF2AK3', 'ERN1', 'APOE', 'BAD', 'IDE', 'MME', 'APBB1', 'LRP1', 'GAPDH', 'NAE1', 'CASP7', 'GSK3B', 'IL1B', 'TRAF2', 'MAP3K5', 'MTOR', 'ATG13', 'RB1CC1', 'ATG101', 'AMBRA1', 'PIK3R4', 'PIK3C3', 'MAP2K7', 'EIF2S1', 'ATF4', 'TUBB', 'NRBF2', 'APC', 'CTNNB1', 'CSNK1E', 'AGER', 'CSF1', 'TNFRSF1A', 'INSR', 'EIF2AK2', 'MCU', 'PPID', 'XBP1', 'PSEN1', 'DDIT3', 'SLC11A2', 'CYCS', 'ATF6', 'ATG14', 'PSEN2', 'NDUFV1', 'NDUFV2', 'NDUFV3', 'NDUFA1', 'NDUFA2', 'NDUFA3', 'NDUFA4', 'NDUFA5', 'NDUFA6', 'NDUFA7', 'NDUFA8', 'NDUFA9', 'NDUFA10', 'NDUFAB1', 'NDUFA11', 'NDUFA12', 'NDUFA13', 'NDUFB1', 'NDUFB2', 'NDUFB3', 'NDUFB4', 'NDUFB5', 'NDUFB6', 'NDUFB7', 'NDUFB8', 'NDUFB9', 'NDUFB10', 'NDUFB11', 'NDUFS1', 'NDUFS2', 'NDUFS3', 'NDUFS4', 'NDUFS5', 'NDUFS6', 'NDUFS7', 'NDUFS8', 'NDUFC1', 'NDUFC2', 'SDHA', 'SDHB', 'SDHC', 'SDHD', 'COX5A', 'COX5B', 'COX6C', 'COX7B', 'COX7C', 'ITPR1', 'ITPR2', 'ITPR3', 'GRIN2D', 'CACNA1D', 'CAPN1', 'RTN3', 'RTN4', 'ULK1', 'FZD2', 'FZD3', 'FZD4', 'FZD6', 'WNT3', 'WNT6', 'HRAS', 'KRAS', 'NRAS', 'RELA', 'NFKB1', 'IRS1', 'IRS2', 'IKBKB', 'IKBKG', 'ARAF', 'BRAF', 'RAF1', 'MAP2K1', 'MAP2K2', 'VDAC1', 'VDAC2', 'VDAC3', 'PPIF', 'PSMA6', 'PSMA2', 'PSMA4', 'PSMA7', 'PSMA5', 'PSMA1', 'PSMA3', 'PSMB6', 'PSMB7', 'PSMB3', 'PSMB2', 'PSMB5', 'PSMB1', 'PSMB4', 'PSMC2', 'PSMC1', 'PSMC4', 'PSMC6', 'PSMC3', 'PSMC5', 'PSMD2', 'PSMD1', 'PSMD3', 'PSMD9', 'PSMD12', 'PSMD11', 'PSMD6', 'PSMD7', 'PSMD13', 'PSMD4', 'PSMD14', 'PSMD8', 'KCTD14', 'NDUFA4L2', 'COX4I1', 'COX6A1', 'COX6B1', 'COX7A2', 'COX8A', 'COX7A2L', 'PLCB1', 'PLCB2', 'PLCB3', 'FAS', 'MAPK1', 'MAPK3', 'CALM1', 'CALM2', 'CALM3', 'CALML3', 'CALML4', 'PPP3CA', 'PPP3CB', 'PPP3CC', 'PPP3R1', 'MAPK8', 'MAPK9', 'ATG2A', 'ATG2B', 'WIPI2', 'WIPI1', 'BECN1', 'KIF5A', 'KIF5B', 'KIF5C', 'KLC1', 'KLC2', 'KLC4', 'TUBA1B', 'TUBA4A', 'TUBA1A', 'TUBAL3', 'TUBA1C', 'TUBB3', 'TUBB4A', 'TUBB4B', 'TUBB2B', 'TUBB2A', 'DVL1', 'DVL2', 'DVL3', 'LRP6', 'LRP5', 'FZD5', 'FZD1', 'FZD8', 'WNT5A', 'WNT10B', 'WNT2B', 'WNT10A', 'WNT5B', 'CYBB', 'AKT1', 'AKT2', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R3', 'CHUK', 'SLC25A4', 'SLC25A5', 'SLC25A6', 'PSMA8', 'ADRM1', 'SEM1']",0.715640592,0.916052736,1.124563202
Amphetamine addiction,5031,"['DDC', 'GNAS', 'ADCY5', 'STX1A', 'FOS', 'FOSB', 'SIRT1', 'JUN', 'CACNA1D', 'GRIN2D', 'CAMK4', 'CREB1', 'ATF2', 'ATF4', 'CREB3', 'CREB5', 'ATF6B', 'PRKCA', 'PRKCB', 'PRKCG', 'CALM1', 'CALM2', 'CALM3', 'CALML3', 'CALML4', 'CAMK2B', 'CAMK2D', 'CAMK2G', 'PRKACA', 'PRKACB', 'CREB3L4', 'CREB3L2', 'PPP1CA', 'PPP1CB', 'PPP1CC', 'PPP3CA', 'PPP3CB', 'PPP3CC', 'PPP3R1', 'HDAC1', 'HDAC2']",1.536781818,1.082060937,0.909735096
Fatty acid degradation,71,"['ACADS', 'ACADM', 'GCDH', 'ACADVL', 'CPT2', 'ACADSB', 'HADHA', 'CYP2U1', 'HADH', 'EHHADH', 'ECHS1', 'ACAA2', 'HADHB', 'ACAA1', 'CPT1A', 'CPT1B', 'ALDH9A1', 'ACAT1', 'ACAT2', 'ADH5', 'ACSL1', 'ACSL3', 'ACSL4', 'ACSL5', 'ACOX1', 'ACOX3', 'ALDH2', 'ALDH3A2']",0.139209015,0.077126452,0.200607112
Glycerolipid metabolism,561,"['AGK', 'MGLL', 'TKFC', 'AKR1A1', 'GLA', 'GLYCTK', 'CEL', 'PNPLA2', 'DGAT1', 'DGAT2', 'AGPAT5', 'LCLAT1', 'ALDH9A1', 'DGKA', 'LPIN1', 'LPIN3', 'PLPP5', 'PLPP1', 'PLPP3', 'LPIN2', 'AGPAT1', 'AGPAT2', 'AGPAT3', 'AGPAT4', 'GPAT4', 'GPAM', 'GK', 'AKR1B1', 'ALDH2', 'ALDH3A2', 'DGKH', 'DGKQ', 'DGKZ', 'DGKE', 'DGKD', 'DGKI']",0.180613178,0.391101041,0.803661353
Renin-angiotensin system,4614,"['ACE', 'NLN', 'THOP1', 'MME', 'CTSA', 'LNPEP', 'ATP6AP2', 'PREP', 'PRCP', 'KLK1']",0.163236473,0.130792008,0.208239966
Gastric acid secretion,4971,"['GNAS', 'EZR', 'ADCY3', 'ADCY4', 'ADCY5', 'ADCY7', 'ADCY9', 'ITPR1', 'ITPR2', 'ITPR3', 'PRKCA', 'PRKCB', 'PRKCG', 'KCNJ2', 'PRKACA', 'PRKACB', 'PLCB1', 'PLCB2', 'PLCB3', 'GNAI2', 'GNAI3', 'ACTB', 'ACTG1', 'CALM1', 'CALM2', 'CALM3', 'CALML3', 'CALML4', 'MYLK4', 'MYLK2', 'MYLK3', 'CAMK2B', 'CAMK2D', 'CAMK2G']",0.546626352,0.339672307,0.191776082
Apoptosis - multiple species,4215,"['CASP7', 'APAF1', 'CASP9', 'CASP3', 'DIABLO', 'HTRA2', 'BAX', 'BCL2L1', 'BIRC5', 'FADD', 'CASP8', 'TNFRSF1A', 'CYCS', 'BAK1', 'XIAP', 'BCL2', 'BID', 'BCL2L11', 'PMAIP1', 'BBC3', 'BIRC2', 'BIRC3', 'MAPK8', 'MAPK9']",0.321576567,3.165366411,4.800216286
Neuroactive ligand-receptor interaction,4080,"['KISS1R', 'LEPR', 'NR3C1', 'TSPO', 'TRPV1', 'GIPR', 'PTAFR', 'TSHR', 'OXTR', 'C5AR1', 'C5', 'SPX', 'VGF', 'PLG', 'THRA', 'GLRA3', 'GRIK1', 'GRIK5', 'GRID1', 'GRIN2D', 'P2RX1', 'P2RX4', 'P2RX5', 'NPBWR2', 'GPR156', 'GRM2', 'GRM8', 'CALCRL', 'LTB4R2', 'S1PR2', 'S1PR4', 'LPAR2', 'LPAR3', 'CNR1', 'CNR2', 'P2RY1', 'P2RY10', 'P2RY8', 'P2RY11', 'ADORA2A', 'ADORA3', 'PTGER4', 'F2R', 'F2RL3', 'GALR2', 'SSTR3', 'OPRL1', 'GPR83', 'MC1R', 'GRPR', 'DRD4', 'ADRB2', 'CHRNA5', 'CHRNA6', 'CHRNA9', 'CHRNA10', 'CHRNB1', 'CHRNB2', 'NMB', 'NPW', 'NPB', 'ADM', 'ADM2', 'UCN', 'PNOC', 'PRSS1', 'PRSS2', 'GH1', 'GABRB2', 'GABRR2', 'GABBR1', 'LTB4R', 'GPR35', 'GNRH1', 'GNRH2', 'RLN1', 'RLN2', 'CALCB', 'PATE2']",1.01328684,0.298478652,0.178678641
