"","Pathway.name","Unique.genes","Phosphoproteomics","PhosphoproteomicsFDR_BH","Proteomics","ProteomicsFDR_BH","Transcriptomics","TranscriptomicsFDR_BH","Combined","CombinedFDR_BH","Contrast","Proteomics_FDR","Phosphoproteomics_FDR","Transcriptomics_FDR","Combined_FDR"
"399","Galactose metabolism"," 24","0.709779881","1.0000000","0.356104733","1.000000e+00","0.0561863880","0.755748916","0.312517368","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"400","Choline metabolism in cancer"," 72","0.404919862","1.0000000","0.142199303","1.000000e+00","0.2471854590","0.991424631","0.132155860","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"401","Fat digestion and absorption"," 21",NA,NA,"0.058181549","7.585979e-01","0.8927282840","1.000000000","0.236528082","1.00000000","X1O2NoCyA - X19O2NoCyA",1,NA,1,1
"402","Biosynthesis of cofactors","111","1","1.0000000","0.646789636","1.000000e+00","0.0227394700","0.527115666","0.999866105","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"403","Circadian rhythm"," 23","0.074533347","1.0000000","0.276290818","1.000000e+00","0.7188964140","1.000000000","0.133843128","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"404","Proteasome"," 45","0.015114988","0.5514195","0.997323435","1.000000e+00","1.0000000000","1.000000000","0.997732650","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"405","alpha-Linolenic acid metabolism"," 11",NA,NA,"0.546604307","1.000000e+00","0.0996612120","0.860669327","0.289803629","1.00000000","X1O2NoCyA - X19O2NoCyA",1,NA,1,1
"406","Glycolysis / Gluconeogenesis"," 51","0.715248792","1.0000000","0.386695999","1.000000e+00","0.0555997360","0.755748916","0.334457187","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"407","Caffeine metabolism","  1",NA,NA,"0.231679389","1.000000e+00","0.2404523540","0.991424631","0.161018332","1.00000000","X1O2NoCyA - X19O2NoCyA",1,NA,1,1
"408","Insulin signaling pathway","114","0.907342701","1.0000000","0.031211749","5.878213e-01","0.5887696460","1.000000000","0.399198237","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"409","Chemical carcinogenesis - DNA adducts"," 20","1","1.0000000","0.206317701","1.000000e+00","0.0838808650","0.846209902","0.999054859","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"410","Insulin secretion"," 49","0.55118886","1.0000000","0.931216696","1.000000e+00","0.0338790090","0.683558826","0.635050929","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"411","Huntington disease","255","0.018302273","0.5514195","0.983906377","1.000000e+00","0.9999999130","1.000000000","0.979021330","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"412","Apoptosis","118","0.06967397","1.0000000","0.546172224","1.000000e+00","0.4788453970","1.000000000","0.180308503","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"413","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"," 15",NA,NA,"0.231679389","1.000000e+00","0.2822270850","0.991424631","0.177565930","1.00000000","X1O2NoCyA - X19O2NoCyA",1,NA,1,1
"414","Sulfur relay system","  8","1","1.0000000","0.842331213","1.000000e+00","0.0230517050","0.527115666","0.999974863","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"415","GnRH signaling pathway"," 74","0.069938361","1.0000000","0.522786648","1.000000e+00","0.5803637770","1.000000000","0.196950788","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"416","Glycerolipid metabolism"," 44","0.7735513","1.0000000","0.035406485","6.061398e-01","0.7887639860","1.000000000","0.354792358","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"417","Phosphatidylinositol signaling system"," 84","0.518592002","1.0000000","0.200175954","1.000000e+00","0.2143210690","0.991424631","0.205956012","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"418","AMPK signaling pathway"," 97","0.99491172","1.0000000","0.229382944","1.000000e+00","0.1007176160","0.860669327","0.761596742","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"419","Neomycin, kanamycin and gentamicin biosynthesis","  3",NA,NA,"0.546604307","1.000000e+00","0.1455946250","0.991424631","0.330809669","1.00000000","X1O2NoCyA - X19O2NoCyA",1,NA,1,1
"420","Small cell lung cancer"," 75","0.566774037","1.0000000","0.758234677","1.000000e+00","0.0572870900","0.755748916","0.483064049","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"421","Chemical carcinogenesis - receptor activation","123","0.080411674","1.0000000","0.968990989","1.000000e+00","0.3164828390","0.991424631","0.543327700","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"422","Protein processing in endoplasmic reticulum","157","0.027019863","0.6822516","0.945306633","1.000000e+00","0.9749925850","1.000000000","0.702535072","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"423","Gastric cancer","105","0.453189114","1.0000000","0.220303446","1.000000e+00","0.2596395580","0.991424631","0.204344047","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"424","Hippo signaling pathway - multiple species"," 21","0.709779881","1.0000000","0.141310322","1.000000e+00","0.2638832470","0.991424631","0.281396732","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"425","Pathways in cancer","364","0.344824443","1.0000000","0.225431357","1.000000e+00","0.3487112810","0.991424631","0.183724610","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"426","Fanconi anemia pathway"," 53","0.589368761","1.0000000","0.355746557","1.000000e+00","0.1369400210","0.991424631","0.303783473","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"427","Signaling pathways regulating pluripotency of stem cells"," 99","0.404919862","1.0000000","0.431313329","1.000000e+00","0.1731994180","0.991424631","0.263428240","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"428","Retinol metabolism"," 19",NA,NA,"0.328560228","1.000000e+00","0.2964669420","0.991424631","0.256399801","1.00000000","X1O2NoCyA - X19O2NoCyA",1,NA,1,1
"429","Glycine, serine and threonine metabolism"," 29","1","1.0000000","0.110414199","1.000000e+00","0.2823086600","0.991424631","0.999192864","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"430","Phenylalanine metabolism"," 11",NA,NA,"1","1.000000e+00","0.0996612120","0.860669327","0.999999271","1.00000000","X1O2NoCyA - X19O2NoCyA",1,NA,1,1
"431","Various types of N-glycan biosynthesis"," 34","0.389910667","1.0000000","0.110414199","1.000000e+00","0.7717912870","1.000000000","0.244587461","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"432","Antifolate resistance"," 25","0.709779881","1.0000000","0.221387809","1.000000e+00","0.2123274140","0.991424631","0.328649721","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"433","Glycosphingolipid biosynthesis - globo and isoglobo series"," 11",NA,NA,"0.136045602","1.000000e+00","0.7827162030","1.000000000","0.292505853","1.00000000","X1O2NoCyA - X19O2NoCyA",1,NA,1,1
"434","Biosynthesis of unsaturated fatty acids"," 22","1","1.0000000","0.206324818","1.000000e+00","0.1664878160","0.991424631","0.999453420","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"435","Steroid biosynthesis"," 19","0.389910667","1.0000000","0.663496823","1.000000e+00","0.1357087610","0.991424631","0.369654295","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"436","Breast cancer","107","0.389351843","1.0000000","0.216256687","1.000000e+00","0.4208776590","1.000000000","0.220377550","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"437","Cortisol synthesis and secretion"," 39","0.390922785","1.0000000","0.914765435","1.000000e+00","0.1028788410","0.860669327","0.587601128","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"438","Adherens junction"," 63","0.057004457","1.0000000","0.704401145","1.000000e+00","0.9452017080","1.000000000","0.471707516","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"439","Inflammatory bowel disease"," 41","0.7735513","1.0000000","0.075465307","8.527580e-01","0.6507871500","1.000000000","0.385316089","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"440","Primary immunodeficiency"," 28","0.916262098","1.0000000","0.805211041","1.000000e+00","0.0525747440","0.755748916","0.799446065","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"441","Apoptosis - multiple species"," 28","0.072993932","1.0000000","0.791380984","1.000000e+00","0.6975557690","1.000000000","0.410233451","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"442","Nicotine addiction"," 12",NA,NA,NA,NA,"0.3837074980","0.991424631","0.383707498","1.00000000","X1O2NoCyA - X19O2NoCyA",NA,NA,1,1
"443","Fluid shear stress and atherosclerosis"," 96","0.821204927","1.0000000","0.064571148","8.107266e-01","0.8195803690","1.000000000","0.487812209","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"444","Type II diabetes mellitus"," 29","1","1.0000000","0.527145683","1.000000e+00","0.0836153620","0.846209902","0.999884581","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"445","Phagosome","119","0.345542269","1.0000000","0.252399055","1.000000e+00","0.5270915830","1.000000000","0.252215002","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"446","Thyroid hormone synthesis"," 50","0.312283245","1.0000000","0.752746683","1.000000e+00","0.1965804490","0.991424631","0.418390666","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"447","Malaria"," 24",NA,NA,"0.182619205","1.000000e+00","0.7450547960","1.000000000","0.329010549","1.00000000","X1O2NoCyA - X19O2NoCyA",1,NA,1,1
"448","Cocaine addiction"," 32","0.210134509","1.0000000","1","1.000000e+00","0.2222588960","0.991424631","0.999531633","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"449","Lipid and atherosclerosis","159","0.456699118","1.0000000","0.209285884","1.000000e+00","0.4890952280","1.000000000","0.271854773","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"450","Long-term potentiation"," 52","0.172345049","1.0000000","0.352202698","1.000000e+00","0.7967321490","1.000000000","0.292462847","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"451","African trypanosomiasis"," 20","1","1.0000000","0.237298215","1.000000e+00","0.2059175980","0.991424631","0.999650377","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"452","Oocyte meiosis","108","0.098252511","1.0000000","0.501165633","1.000000e+00","0.9987224790","1.000000000","0.624422565","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"453","Relaxin signaling pathway"," 88","0.312283245","1.0000000","0.873518817","1.000000e+00","0.1814774960","0.991424631","0.528406778","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"454","Endometrial cancer"," 52","0.260326327","1.0000000","0.354286912","1.000000e+00","0.5444355650","1.000000000","0.267338179","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"455","Valine, leucine and isoleucine biosynthesis","  3",NA,NA,"1","1.000000e+00","0.1455946250","0.991424631","0.999999596","1.00000000","X1O2NoCyA - X19O2NoCyA",1,NA,1,1
"456","Lipoic acid metabolism","  3",NA,NA,"1","1.000000e+00","0.1455946250","0.991424631","0.999999596","1.00000000","X1O2NoCyA - X19O2NoCyA",1,NA,1,1
"457","MicroRNAs in cancer","141","0.680626798","1.0000000","0.745927751","1.000000e+00","0.1027762750","0.860669327","0.598699764","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"458","Circadian entrainment"," 60","0.18135032","1.0000000","0.402329017","1.000000e+00","0.7258519350","1.000000000","0.299392897","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"459","Neurotrophin signaling pathway","100","0.351725544","1.0000000","0.164357235","1.000000e+00","0.9161568740","1.000000000","0.362220793","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"460","Complement and coagulation cascades"," 36","1","1.0000000","0.058181549","7.585979e-01","0.9103371580","1.000000000","0.999877641","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"461","Aldosterone synthesis and secretion"," 62","0.814287539","1.0000000","0.210905751","1.000000e+00","0.3086449990","0.991424631","0.448979827","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"462","Amphetamine addiction"," 48","0.379491421","1.0000000","0.355746557","1.000000e+00","0.3951333240","0.991424631","0.293287757","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"463","Central carbon metabolism in cancer"," 55","0.896150856","1.0000000","0.497423513","1.000000e+00","0.1201555950","0.958450445","0.644129563","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"464","IL-17 signaling pathway"," 60","0.172345049","1.0000000","0.522786648","1.000000e+00","0.6014785500","1.000000000","0.314437627","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"465","Autophagy - other"," 30","0.069938361","1.0000000","0.894674571","1.000000e+00","0.8810986860","1.000000000","0.617882245","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"466","Th1 and Th2 cell differentiation"," 75","0.896150856","1.0000000","0.07352791","8.527580e-01","0.8559772100","1.000000000","0.615391257","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"467","Human T-cell leukemia virus 1 infection","192","0.470079392","1.0000000","0.43214475","1.000000e+00","0.2799360000","0.991424631","0.350196266","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"468","mTOR signaling pathway","131","0.440265477","1.0000000","0.186774685","1.000000e+00","0.7071000910","1.000000000","0.320392636","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"469","Peroxisome"," 70","1","1.0000000","0.813618759","1.000000e+00","0.0715510060","0.846209902","0.999985759","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"470","Mannose type O-glycan biosynthesis"," 19",NA,NA,"0.231679389","1.000000e+00","0.7052542400","1.000000000","0.361093375","1.00000000","X1O2NoCyA - X19O2NoCyA",1,NA,1,1
"471","Glycosaminoglycan degradation"," 17",NA,NA,"0.42218518","1.000000e+00","0.3895552720","0.991424631","0.377553180","1.00000000","X1O2NoCyA - X19O2NoCyA",1,NA,1,1
"472","Prostate cancer"," 73","0.296233701","1.0000000","0.652054623","1.000000e+00","0.3145938250","0.991424631","0.388580655","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"473","Drug metabolism - cytochrome P450"," 25","1","1.0000000","0.794645636","1.000000e+00","0.0779980310","0.846209902","0.999983967","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"474","Amino sugar and nucleotide sugar metabolism"," 44","0.122839112","1.0000000","0.951182856","1.000000e+00","0.5327002800","1.000000000","0.635478281","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"475","Butanoate metabolism"," 17","1","1.0000000","0.161781214","1.000000e+00","0.3895552720","0.991424631","0.999688249","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"476","Growth hormone synthesis, secretion and action"," 88","0.302261579","1.0000000","0.98673499","1.000000e+00","0.2143210690","0.991424631","0.787113297","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"477","Carbohydrate digestion and absorption"," 30","1","1.0000000","0.609942032","1.000000e+00","0.1124789350","0.918577973","0.999948692","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"478","Platinum drug resistance"," 59","0.715248792","1.0000000","0.24711393","1.000000e+00","0.3918594510","0.991424631","0.429818253","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"479","Cholinergic synapse"," 73","0.379491421","1.0000000","0.522786648","1.000000e+00","0.3630866980","0.991424631","0.382501174","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"480","Glucagon signaling pathway"," 85","0.843059811","1.0000000","0.486737256","1.000000e+00","0.1785817530","0.991424631","0.611792126","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"481","Primary bile acid biosynthesis","  9",NA,NA,"1","1.000000e+00","0.2020880170","0.991424631","0.999999775","1.00000000","X1O2NoCyA - X19O2NoCyA",1,NA,1,1
"482","AGE-RAGE signaling pathway in diabetic complications"," 74","1","1.0000000","0.976510164","1.000000e+00","0.0816769990","0.846209902","0.999999575","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"483","TNF signaling pathway"," 84","0.529452029","1.0000000","0.311819062","1.000000e+00","0.4851185790","1.000000000","0.387959340","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"484","Salmonella infection","227","0.199218663","1.0000000","0.469014063","1.000000e+00","0.8588549560","1.000000000","0.424672545","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"485","Vitamin digestion and absorption"," 12","1","1.0000000","0.585945956","1.000000e+00","0.1383230430","0.991424631","0.999950369","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"486","Fc epsilon RI signaling pathway"," 53","0.133508948","1.0000000","0.811450754","1.000000e+00","0.7493854640","1.000000000","0.541835755","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"487","Drug metabolism - other enzymes"," 39","0.474751771","1.0000000","0.941129391","1.000000e+00","0.1821999150","0.991424631","0.734070140","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"488","Spliceosome","133","0.084358734","1.0000000","0.967330511","1.000000e+00","0.9999977480","1.000000000","0.980363793","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"489","Th17 cell differentiation"," 89","0.707955866","1.0000000","0.176087984","1.000000e+00","0.6766879420","1.000000000","0.472565324","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"490","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"," 25","1","1.0000000","0.136045602","1.000000e+00","0.6211856760","1.000000000","0.999825497","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"491","Renal cell carcinoma"," 56","0.500353969","1.0000000","0.279391609","1.000000e+00","0.6096213860","1.000000000","0.392831113","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"492","Pantothenate and CoA biosynthesis"," 16","1","1.0000000","0.418897707","1.000000e+00","0.2059175980","0.991424631","0.999900909","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"493","Phototransduction"," 14",NA,NA,"0.231115749","1.000000e+00","0.9721244400","1.000000000","0.634352874","1.00000000","X1O2NoCyA - X19O2NoCyA",1,NA,1,1
"494","Epstein-Barr virus infection","176","0.864714121","1.0000000","0.259329654","1.000000e+00","0.4091469100","1.000000000","0.584959123","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"495","Viral protein interaction with cytokine and cytokine receptor"," 30","0.389910667","1.0000000","0.842331213","1.000000e+00","0.2823086600","0.991424631","0.597559699","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"496","Mismatch repair"," 23","0.111755022","1.0000000","0.851958486","1.000000e+00","0.9884439820","1.000000000","0.775049909","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"497","Arginine and proline metabolism"," 35","0.218827415","1.0000000","0.459124361","1.000000e+00","0.9474160950","1.000000000","0.519374952","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"498","T cell receptor signaling pathway"," 79","0.189466483","1.0000000","0.586942419","1.000000e+00","0.8651768160","1.000000000","0.496426422","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"499","Colorectal cancer"," 77","0.404919862","1.0000000","0.520956454","1.000000e+00","0.4635003240","1.000000000","0.436870337","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"500","Nucleotide excision repair"," 46","0.155464169","1.0000000","0.637497263","1.000000e+00","0.9930085150","1.000000000","0.695261970","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"501","Mucin type O-glycan biosynthesis"," 20",NA,NA,"1","1.000000e+00","0.2500425510","0.991424631","0.999999853","1.00000000","X1O2NoCyA - X19O2NoCyA",1,NA,1,1
"502","Autophagy - animal","124","0.143411807","1.0000000","0.726482821","1.000000e+00","0.9837306900","1.000000000","0.697160898","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"503","Ovarian steroidogenesis"," 24","0.218827415","1.0000000","0.653926471","1.000000e+00","0.7188964140","1.000000000","0.488656148","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"504","Hypertrophic cardiomyopathy"," 48","1","1.0000000","0.527145683","1.000000e+00","0.1965804490","0.991424631","0.999948985","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"505","N-Glycan biosynthesis"," 47","0.389910667","1.0000000","0.508972709","1.000000e+00","0.5262612200","1.000000000","0.443031794","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
